clade	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3-911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.96818	0.15705	0.01437	0.54341	1.07289	0.00102	0.08035	0.70914	0.0004	0.00186	0	0	7.41279	0	0	0	0.77388	0.68489	5.28676	0.29405	0	0	17.95613	0	4.53331	0.67946	0	1.67935	1.20906	0.44575	7.26179
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.86997	0.27785	1.25069	0.65374	1.09337	0.6609	1.30047	0.24534	1.20851	1.27945	0	0	0.33104	0	0	0	0.40462	0.19653	0.46843	0.33397	0	0	0.48638	0	0.12679	0.39642	0	0.05426	0.43183	0.3414	0.00168
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0.85681	0.30008	0	0.69761	0.36311	0	0	1.31516	0	0	0	0	1.36323	0	0	0	2.38805	3.42142	0.01719	1.72267	0	0	0	0	1.7676	2.92114	0	1.94865	4.78179	0.00654	0.01794
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0.84947	0.80974	0	0.52025	0.52646	0	0	0.84883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02753	0	0.02045	0.10052	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.84663	0.0191	0.00274	0.37664	1.53736	0.01462	0.00656	0.0898	0.01267	0	0	0	0	0	0	0	3.61227	0.38478	0.0812	1.13729	0	0	2.35814	0	0.01292	0.76766	0	0.56309	0	0.20366	0.05536
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_sp_HTFF	0.81464	0.16998	0.01221	0.15764	0.59011	0	0.00542	1.18922	0.03035	0.04684	0	0	1.48768	0	0	0	0	2.32734	0.23736	0.82903	0	0	0.17021	0	0.8051	0.57328	0	0.03207	0	0	0.01107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3475|s__GGB3475_SGB4638	0.71907	0.02547	0	0.01872	0.48751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus	0.68977	0.05156	0.00752	0.18325	0.48391	0	0.01336	0.21554	0.01654	0.30968	0	0	7.21302	0	0	0	5.07312	2.75276	1.91815	1.53538	0	0	30.21935	0	1.31158	1.62734	0	0.4374	4.69269	1.65299	1.74917
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.65194	0.00398	0	0.0867	0.33429	0	0	0.19304	0	0	0	0	3.67248	0	0	0	0.42674	0	0	0	0	0	0	0	2.53712	0.53102	0	0	0.32956	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0.63031	0.32627	0.03131	0.15467	0.40695	0	0.00722	0.03478	0.00332	0.00886	0.10674	2.70124	0.04399	0	0	4.0188	0.16153	0	0.36967	0.03761	0.00689	4.47875	0	0.00628	0.02192	0.18464	0.00727	0.47522	0.10901	0.05595	0.49172
k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9356|s__GGB9356_SGB14329	0.58267	0	0	0	0.72752	0	0	0	0	0	0	0	0.09935	0	0	0	0.02294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH	0.54726	0.82778	0.0747	0.78171	0.62059	0.01844	0.2503	0	0.18501	0	0	0	1.40718	0	0	0	0.05671	0	0.44181	0.50637	0	0	0	0	0	0	0	0	0	0.44535	0.00159
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6006|s__GGB6006_SGB8630	0.5399	0	0	0	0.01888	0	0	0	0	0	0	0	1.23804	0	0	0	0.38168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.53887	0.10286	0.52763	0.52684	0.50887	0.69783	0.37542	1.44337	0.01132	0	0	0	4.02799	0	0	0	0.02963	0.10388	0.08966	1.30889	0	0	0	0	0	0.2541	0	0.00851	0	3.14551	0.47347
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0.53409	0	0	0.01062	0.36915	0	0	0.01912	0	0	0	0	4.9944	0	0	0	3.69126	0	0	0	0	0	0	0	1.08639	0.01234	0	0	0.02137	0.0067	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MCC283	0.5245	2.14953	3.06286	1.79569	0.80318	3.06837	2.8371	1.84327	2.44413	4.39286	0	0	0.00285	0	0	0	0	0.37599	0.46191	0.56245	0	0	0	0	1.9192	0.13932	0	0.03552	3.38224	0.36158	0.04902
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii	0.47891	8.68751	2.98973	3.80253	2.06051	4.03154	7.28317	5.9505	3.87411	0.51678	0	0	1.23589	0	0	0	0	1.04861	1.8847	2.75107	0	0	5.29433	0	4.95709	2.68173	0	0.21663	0	0	1.40799
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9642|s__GGB9642_SGB15119	0.46482	0	0	0	0.39937	0	0	1.16896	0	0	0	0	0.18396	0	0	0	0.58787	0	0	0	0	0	0	0	0.26565	0.26651	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3519|s__GGB3519_SGB4698	0.45248	0	0	0	0.09631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB87523|s__GGB87523_SGB14796	0.44895	0	0	0	0.26524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii	0.40887	1.34798	3.20417	1.11438	0.53164	3.8779	3.18799	0.94108	2.58473	2.63147	0	0	0.50853	0	0	0	0.30368	0.26009	0.38072	0.78537	0	0	0	0	0.51766	0.36817	0	0.6314	2.37828	0.59816	1.15651
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_faecis	0.40421	1.47561	2.34929	0.90991	0.40154	2.51783	2.95445	0.7504	3.49106	3.92359	0	0	0.32358	0	0	0	0.56491	0.80873	0.50693	0.5974	0	0	0	0	1.45687	1.45737	0	2.41467	0.15908	0.27703	0.38689
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0.38528	0.23051	0.42299	0.35024	0.67113	0.30677	0.36445	0.0942	0.54902	0.27317	0	0	0.01501	0	0	0	0.00485	0.12915	0.08472	0.02428	0	0	0	0	0.03597	0.06156	0	0.06683	0	0.15343	0.26079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Eubacterium_siraeum	0.38146	0	0	0	0.31925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06367
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13489|s__GGB13489_SGB15224	0.37605	0	0	0	0.15931	0.01161	0.02136	0	0	0	0	0	0.00491	0	0	0	0	0	0.21838	0.15849	0	0	0	0	0	0	0	0	0	0.59568	0.24924
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.37287	0.22124	0.7433	0.30712	0.3727	0.45332	0.84062	0.45831	0.77354	0.46717	0	0	0.63707	0	2.42765	0	0.2637	0.40833	0.34921	0.24757	0	0	0	0	0.22131	0.37246	0	0.54607	0	0.29371	0.01049
k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	0.35372	0.04793	0	0.11836	0.10682	0	0.0144	0.17446	0	0	0	0	0.04502	0	0	0	0.09023	0.00209	0.03167	0.02098	0	0	0	0	0.10829	0.0618	0	0.72335	0.26975	0.05311	0.05767
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	0.35268	0	0.03308	0	0.30846	0.02157	0.00187	0	0.02147	0.08815	0	0	0.4375	0	0	0	0.11924	0	0.01979	0.08319	0	0	0	0	0	0	0	0	0.10492	0.01737	0.03229
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis	0.34259	2.83599	0.3152	2.38652	0.26657	1.20311	0.65375	0.72972	0.30758	0.28263	0	0	1.64843	0	0	0	1.57354	0.60024	0.06	0.3441	0	0	0	0	0	0.5141	0	1.17151	0	0.13125	0.82024
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4	0.33517	0.05449	0.0521	0.48695	0.25161	0	0.06463	0.17707	0.01286	0.00194	0	0	0.22312	0	0	0	0.08764	0.08219	0	0.16351	0	0	0	0	0	0.00049	0	0	0	0.68817	0.03878
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770|s__GGB9770_SGB15390	0.32777	0.0023	0	0.00419	0.09086	0	0	0.01973	0	0	0	0	0	0	0	0	0	0	0.02223	0	0	0	0	0	0	0.00429	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4149	0.32217	0	0.00828	0	0.02226	0.00821	0.06572	4.38983	0	0	0	0	0	0	0	0	0	0	0.23127	1.93232	0	0	0	0	0.09692	1.04784	0	0	0	6.0037	12.25708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM22_11AC	0.31824	0.03098	0.05155	0.05648	0.14182	0.00567	0.01842	0.06393	0.09999	0.03245	0	0	0.27433	0	0	0	0.43855	0.02009	0.10402	0.13716	0	0	0	0	0.3835	0.18714	0	0.63804	0.18411	0.03772	0.04019
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.29512	0	0	0	0.14401	0	0	0	0	0	0	0	1.11346	0	0	0	2.8928	0	0	0	0	0	0.56684	0	0	0	0	0	0	0.10666	0.15793
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	0.29166	0.20214	1.36167	0.06317	0.09739	0.41134	0.98418	0.20965	0.89521	1.15318	0	0	0.00434	0	0	0	0	0.0446	0.00467	0.12927	0	0	0.0207	0	0.1483	0	0	0	0	0.84822	0.02011
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294|g__GGB87445|s__GGB87445_SGB15180	0.28331	0.20243	0	0.09811	0.6322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	0.26844	0	0	0	0.08522	0	0	0	0	0	0	0	0.03444	0	0	0	0.35016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola	0.26797	0	0	0	0.66027	0	0	0	0	0	0	0	0.28181	0	0	0	0.8151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.23695	0.01376	0	0.04891	0.16787	0	0	0.0785	0	0	0	0	0.56283	0	0	0	1.34366	0.62699	0.6173	0.33294	0	0	0	0	0.52982	0.2415	0	0.5855	0.51755	0.5216	0.70203
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_sp_CLA_AA_H277	0.23347	0.04994	0.26805	0.05931	0.31454	0.22839	0.26071	0	0.22648	0.09194	0	0	0.04403	0	0	0	0.02784	0.01823	0.06041	0.10004	0	0	0	0	0	0	0	0.0455	0.72871	0.1891	0.06116
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.2309	0.06958	1.56317	0.08565	0.14756	0.53726	1.75317	0.77844	1.98435	2.22758	0	0	0.40675	0	0	0	1.38556	0.16234	0.22938	0.49637	0	0	0	0	0.35974	0.30144	0	0	0.8367	0.22818	0.00453
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_intestinisimiae	0.22512	0	0	0	1.60398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF41_9	0.22173	0.11491	0.13665	0.12093	0.28942	0.04734	0.09996	0.26262	0.10595	0.37331	0	0	0.25401	0	0	0	0	0.00517	0	0	0	0	0	0	0	0.16448	0	0.07498	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_lactaris	0.21666	0.16308	0	0.40658	0.86224	0	0	0	0	0	0	0	0.56978	0	0	0	1.50502	0.51526	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9758|s__GGB9758_SGB15368	0.21251	0	0	0	0.30948	0	0	0	0	0	0	0	0.10744	0	0	0	0	0	4.26043	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_valericigenes	0.21077	0.00076	0.00992	0.00991	0.31106	0	0.00214	0.18158	0	0	0	0	0.16118	0	0	0	0.27645	0	0.11268	0.28005	0	0	0	0	0.02411	0.06626	0	0.01393	0	0.33202	0.62186
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oliverpabstia|s__Oliverpabstia_intestinalis	0.20568	1.05492	1.16093	0.56329	0.16271	0.92446	0.78298	0.54555	0.82587	1.22284	0	0	0.57158	0	0	0	0.00257	0.36478	0.4122	0.4051	0	0	0	0	0	0.13329	0	0.77838	0	0.31762	0.05642
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0.20186	0.04167	0	0.13718	0.11921	0	0.00281	0.07759	0	0	0	0	0.04033	0	0	0	0.14782	0.14076	0.25009	0.15066	0	0	0	0	0.13801	0.06868	0	0.44737	0	0.29811	0.02901
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.20168	1.4348	0	1.67348	0.08341	0	0	0.72912	0	0	0	0	0	0	0	0	0	2.47761	0	0	0	0.48034	0.15682	0.02329	0.94263	0	1.30862	0.08756	0.72907	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.20123	1.25955	5.56726	1.10757	0.20458	4.45715	5.0893	1.00091	5.13804	5.14728	0	0	0.25387	0	0	0	0.47921	1.01105	0.40572	1.51838	0	0	0	0	0.71771	0.45191	0	1.21857	1.20008	0.72697	1.07891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena	0.18665	1.22887	1.32052	1.01489	0.04104	0.54961	0.89464	0	0.91786	2.25792	0	0	0.84345	0	0	0	0.01349	0.39121	0.11033	0.04847	0	0	0	0	0	0	0	0.96254	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii	0.17368	0.01698	0.00506	0.00896	0.21722	0.00995	0.00696	0.0703	0.00233	0.00058	0	0	0	0	0	0	0.01666	0	0.17702	0.00907	0	0	0	0	0	0.34887	0	0	0	0.31791	0.01131
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis	0.17286	0.03998	0	0.05692	0.08638	0	0	0.11531	0	0	0	0	0.08176	0	0	0	0.14287	0.73566	0.20909	0.15378	0	0	0	0	0.04216	0.05452	0	0.00235	0.67277	0.89434	0.28622
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_MSJ_31	0.17062	0.03837	0	0.05539	0.07716	0	0	0.34554	0	0	0	0	0.09616	0	0	0	0	0	0	0.07758	0	0	0	0	0.01444	0.03032	0	0.00151	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4596|s__GGB4596_SGB6358	0.17045	0	0	0	0.13549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum	0.16955	0	0.08941	0	0.09523	0.00488	0.01836	0.02569	0.09058	0.04026	0	0	0.28172	0	0	0	0.94973	0	0.2353	0.2441	0	0	0	0	0	0.01905	0	0.04553	0	0.07205	0.02321
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0.16526	0.05815	0.01027	0.10636	0.3131	0.00166	0.03179	1.81779	0.01464	0.00653	0	0	0.88194	0	0	0	1.74943	2.30888	3.73707	0.90588	0	0	0	0.30509	3.46315	3.76217	0	0.64274	4.43899	2.04116	4.39822
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola	0.16263	0	0.0088	0	0.1022	0.00009	0.01138	0.22683	0	0	0	0	0.23322	0	0	0	0	0	0.01006	0.01778	0	0	0	0	0.15227	0.02136	0	0	0	0	0.02428
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.15776	0.04352	0	0.19583	0.08715	0	0	0.14144	0	0	1.73411	0	0.24474	2.13061	4.65913	0	0.76316	0.93003	0.04558	0.00754	0	5.97319	0	0	0.21794	0.14302	0	0.34742	0.17774	0.02899	0.04884
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.15354	0.00537	0	0.04078	0.06217	0	0	0.00615	0	0	0	0	0.20374	0	0	0	0.8466	0.72937	1.71845	0	0	0	3.87586	0	0.22263	0.3623	0	0.81521	0.14834	0.00401	0.05009
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15373	0.15001	0	0.31161	0	0.10576	0.07488	0.49587	0.09147	0.40296	0.08331	0	0	0.31313	0	0	0	0	0	0.19593	0.182	0	0	0	0	0	0.34813	0	0	0	0.28414	0.10878
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4571|s__GGB4571_SGB6317	0.14875	0	0	0	0.18555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03977
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB51960|s__GGB51960_SGB72480	0.14576	0	0.09134	0	0.12921	0.15419	0.25089	0	0.11459	0.04803	0	0	0	0	0	0	0	0	0.01698	0.01618	0	0	0	0	0	0	0	0	0	0.04958	0.08422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_AF18_31LB	0.13913	0.00154	0	0.04872	0.06523	0.00102	0	0	0	0	0	0	0.18799	0	0	0	0.16318	0.28166	0.10042	0.12776	0	0	0	0	0	0	0	0	0	0.10032	0.00203
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9730|s__GGB9730_SGB15290	0.1366	0.01137	0	0.05157	0.0641	0	0	0	0	0	0	0	0.02978	0	0	0	0.11446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB48024	0.13587	0	0	0	0.12606	0	0	0	0	0	0	0	0.75765	0	0	0	0.48246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4599|s__GGB4599_SGB6362	0.13493	0	0	0	0.5563	0	0	0.42332	0	0	0	0	0	0	0	0	0	0	1.28865	0	0	0	0	0	0	0.32103	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB4329	0.13331	0	0	0	0.04996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469|s__GGB33469_SGB15236	0.13271	0.07618	0	0.12012	0.05185	0	0	0.21379	0	0	0	0	0.00162	0	0	0	0	0.19584	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179	0.12852	0.0029	1.44157	0.23908	0.24288	0.21101	0.01467	0.40837	0.19563	4.00167	0	0	0	0	0	0	0	0.14712	0	0.2279	0	0	0	0	0.00838	0	0	0	0	0.04575	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.12298	0.00107	0	0.00094	0.05692	0	0	0	0	0	0	0	0.15483	0	0	0	0.67808	0.1519	0.07194	0.01111	0	0	0	0	0	0	0	0.00197	0.032	0.04145	0.04423
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3033|s__GGB3033_SGB4029	0.11929	0.21752	0	0.30929	0.00418	0.0093	0.00692	0.3386	0	0	0	0	0	0	0	0	0	0.12281	0	0	0	0	0	0	0.01463	0	0	0.28444	0.37192	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3532|s__GGB3532_SGB4720	0.11908	0.00977	0	0.01542	0.07171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.11896	0.02635	0	0.30975	0.24761	0	0.01745	0.3665	0	0	0	0	1.25961	0	0	0	0.36223	0	1.85996	0.22206	0	0	0	0	0.46148	0.62681	0	0.50341	0.05787	0.26086	0.5101
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.11803	1.16251	0.00063	0.29653	1.2994	0.01419	0.00458	1.03275	0	0	0	0	0	0	0	0	1.13813	0.87422	0.16266	0.01101	0	0	0	0	1.38347	0.0529	0	0.13924	0.61724	0.41768	0.02506
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_luti	0.10636	0.08343	0.54525	0.15564	0.07568	0.62415	0.81833	0	0.49839	0.64913	0	0	0.03211	0	0	0	0.05534	0	0.02492	0.06979	0	0	0	0	0	0	0	0	0	0.12509	0.69611
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0.10434	0.05086	0.17709	0.05426	0.32787	0.09908	0.0101	0.00357	0.02625	0.12194	0	8.92543	0.26012	0	0	0.01681	7.04861	0.02195	0.00462	0.02406	0	0	0.06136	0	0.0019	0.01391	0	0.44301	0.02852	0.10478	0.13914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.10175	0.17897	0.7477	0.17389	0.12772	0.77615	0.64769	0.12961	0.78948	0.80168	0	0	0.13116	0	0	0	0.74403	0.77135	0.19744	0.19153	0	0	0	0	0.27789	0.24286	0	1.01672	0.35794	0.17273	0.09275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_CLA_AA_H250	0.10164	0	0	0	0.06705	0	0	0.57293	0	0	0	0	0	0	0	0	0.02681	0	0	0	0	0	0	0	0.08396	0.09918	0	0	0	0	0
