pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02497e-7	0	0	0	0	0	1.26057e-6	0	0	4.77374e-6	0	0	0	1.29161e-6	0	0	0
NADSYN-PWY: NAD de novo biosynthesis II (from tryptophan)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87708e-7	0	0	0	0	0	8.80339e-7	0	0	4.41323e-6	0	0	0	0	0	0	0
PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43998e-7	2.67669e-6	0	0	0	0	1.58436e-6	0	0	6.0225e-6	0	0	0	0	0	0	0
PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38209e-7	0	0	0	0	0	1.06357e-6	0	0	4.29349e-6	0	0	0	0	0	0	0
PWY-7546: diphthamide biosynthesis II (eukaryotes)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2682e-7	0	0	0	0	0	9.18507e-7	0	0	3.65646e-6	0	0	0	0	0	0	0
SPHINGOLIPID-SYN-PWY: sphingolipid biosynthesis (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95859e-7	0	0	0	0	0	8.26103e-7	0	0	3.03723e-6	0	0	0	0	0	0	0
PWY-7283: wybutosine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5323e-7	0	0	0	0	0	8.81189e-7	0	0	3.63874e-6	0	0	0	0	0	0	0
PWY-7230: ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51308e-7	0	0	0	0	0	9.94589e-7	0	0	4.28118e-6	0	0	0	0	0	0	0
PWY-7156: superpathway of ergosterol biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43126e-7	0	0	0	0	0	0	0	0	5.22404e-6	0	0	0	0	0	0	0
PWY3O-19: ubiquinol-6 biosynthesis (late decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24455e-7	0	0	0	0	0	1.01624e-6	0	0	4.59002e-6	0	0	0	0	0	0	0
PWY-7235: superpathway of ubiquinol-6 biosynthesis (late decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14623e-7	0	0	0	0	0	0	0	0	3.93261e-6	0	0	0	0	0	0	0
PWY-7800: Ac/N-end rule pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02527e-7	0	0	0	0	0	1.15256e-6	0	0	3.96442e-6	0	0	0	0	0	0	0
PWY-7919: protein N-glycosylation processing phase (plants and animals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75404e-7	0	0	0	0	0	8.11006e-7	0	0	3.20203e-6	0	0	0	0	0	0	0
ERGOSTEROL-SYN-PWY: superpathway of ergosterol biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59938e-7	0	0	0	0	0	0	0	0	4.71956e-6	0	0	0	0	0	0	0
PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31957e-7	0	0	0	0	0	5.53051e-7	0	0	2.80768e-6	0	0	0	0	0	0	0
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS: protein N-glycosylation initial phase (eukaryotic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31188e-7	0	0	0	0	0	0	0	0	3.52469e-6	0	0	0	0	0	0	0
PWY-7724: icosapentaenoate biosynthesis III (8-desaturase, mammals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26264e-7	0	0	0	0	0	0	0	0	1.98359e-6	0	0	0	0	0	0	0
PWY-7822: chitin degradation III (Serratia)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1878e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7717: 3-hydroxy-4-methyl-anthranilate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.174e-7	0	0	0	0	0	5.07446e-7	0	0	1.67597e-6	0	0	0	0	0	0	0
PWY-5080: very long chain fatty acid biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09317e-7	1.97436e-6	0	0	0	0	7.89893e-7	0	0	3.12362e-6	0	0	0	0	0	0	0
PWY-7606: docosahexaenoate biosynthesis III (6-desaturase, mammals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03177e-7	0	0	0	0	0	0	0	0	1.97059e-6	0	0	0	0	0	0	0
PWY-7726: (4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03177e-7	0	0	0	0	0	0	0	0	1.97059e-6	0	0	0	0	0	0	0
PWY-7035: (9Z)-tricosene biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01254e-7	0	0	0	0	0	0	0	0	2.04771e-6	0	0	0	0	0	0	0
PWY-7036: very long chain fatty acid biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01254e-7	0	0	0	0	0	0	0	0	2.04771e-6	0	0	0	0	0	0	0
PWY-8041: ultra-long-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01254e-7	0	0	0	0	0	0	0	0	2.04771e-6	0	0	0	0	0	0	0
PWY-6829: tRNA methylation (yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70515e-7	0	0	0	0	0	5.28017e-7	0	0	2.92732e-6	0	0	0	0	0	0	0
PWY-6075: ergosterol biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70147e-7	0	0	0	0	0	5.55361e-7	0	0	2.67601e-6	0	0	0	0	0	0	0
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67985e-7	0	0	0	0	0	6.3575e-7	0	0	3.92281e-6	0	0	0	0	0	0	0
PWY-6352: 3-phosphoinositide biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55546e-7	0	0	0	0	0	5.15561e-7	0	0	3.62343e-6	0	0	0	0	0	0	0
PWY-6598: sciadonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55301e-7	0	0	0	0	0	0	0	0	1.65519e-6	0	0	0	0	0	0	0
PWY-7619: juniperonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55301e-7	0	0	0	0	0	0	0	0	1.65519e-6	0	0	0	0	0	0	0
PWY-7725: arachidonate biosynthesis V (8-detaturase, mammals)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55301e-7	0	0	0	0	0	0	0	0	1.65519e-6	0	0	0	0	0	0	0
P101-PWY: ectoine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27649e-7	0	0	0	0	0	0	2.15392e-7	0	0	0	0	0	0	0	0	0
PWY-7053: docosahexaenoate biosynthesis I (lower eukaryotes)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17473e-7	0	0	0	0	0	0	0	0	1.57085e-6	0	0	0	0	0	0	0
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60406e-5	1.0998e-5	6.79474e-6	0	0	0	4.68817e-6	0	1.04351e-5	0	0	0	6.01664e-6	0	3.95934e-6	6.84462e-6
PWY-6113: superpathway of mycolate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90143e-6	0	0	0	0	0	0	0	1.54457e-5	0	0	0	3.68486e-5	0	0	0
PWY-7399: methylphosphonate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43938e-6	0	0	0	0	0	0	0	0	0	0	1.27928e-6	0	0	0
PWY-5724: superpathway of atrazine degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87651e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8173: anteiso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14328e-6	0	0	0	0	0	0	0	0	0	0
PWY-8174: odd iso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14328e-6	0	0	0	0	0	0	0	0	0	0
PWY-8175: even iso-branched-chain fatty acid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.14328e-6	0	0	0	0	0	0	0	0	0	0
PWY-1501: mandelate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80352e-6	3.9164e-7	0	2.95311e-6	0	0	0	0	0	0	0
VALDEG-PWY: L-valine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90247e-6	0	0	0	0	0	0	0	0	0	0
4-HYDROXYMANDELATE-DEGRADATION-PWY: 4-hydroxymandelate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28781e-6	0	0	7.2865e-6	0	0	0	0	0	0	0
PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2684e-7	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN2-PWY: superpathway of phospholipid biosynthesis II (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49842e-6	0	0	0	0	0	0	0
PWY4FS-5: superpathway of phosphatidylcholine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65609e-7	0	0	0	0	0	0	0
PWY-4762: superpathway of choline biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37282e-7	0	0	0	0	0	0	0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22954e-7	0	0	0	0	0	0	0
PWY-6748: nitrate reduction VII (denitrification)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24765e-6	0	0	0	0
PWY-181: photorespiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63875e-6	0	0	0
PWY-1622: formaldehyde assimilation I (serine pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05482e-6	0	0	0
PWY-4702: phytate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23878e-7	0	0	0
PWY-8011: L-serine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16632e-7	0	0	0
PWY-7784: reductive acetyl coenzyme A pathway II (autotrophic methanogens)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30331e-6	0	0
PWY-5101: L-isoleucine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64112e-6	0	0
PWY-5055: nicotinate degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32909e-7	0
PWY-5532: nucleoside and nucleotide degradation (archaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32734e-7
