pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	8.56648e-5	9.95373e-5	1.31969e-4	1.18858e-4	8.48413e-5	1.52089e-4	1.51099e-4	7.63846e-5	1.2273e-4	1.45876e-4	2.31351e-4	2.44735e-4	2.29366e-4	2.13612e-4	2.48627e-4	3.85796e-4	2.66866e-4	1.98189e-4	2.06556e-4	9.03072e-5	1.97406e-4	3.00377e-4	3.5048e-4	3.62185e-4	1.99691e-4	3.03366e-4	3.01099e-4	3.52744e-4	2.03826e-4	1.45441e-4	2.04452e-4
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	8.55971e-5	1.41807e-4	1.3238e-4	7.40521e-5	6.04868e-5	2.44433e-4	7.4442e-5	1.84721e-4	1.29276e-4	1.85641e-4	1.30105e-5	1.4943e-4	7.13664e-6	4.67088e-6	4.93693e-5	1.16694e-4	9.93506e-5	3.40279e-5	2.11137e-5	6.32945e-5	1.01924e-5	3.17452e-5	1.62701e-4	5.72469e-5	7.54158e-5	4.41877e-6	8.92572e-7	1.05673e-4	9.71024e-5	1.47728e-4	7.48952e-5
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	8.54294e-5	1.32949e-4	1.21071e-4	7.16277e-5	6.20976e-5	2.64351e-4	7.21843e-5	1.71576e-4	1.22192e-4	1.81615e-4	4.02097e-4	1.99494e-4	8.49847e-6	5.40597e-4	4.80727e-4	1.99963e-4	1.11133e-4	3.7406e-5	2.46647e-5	6.36833e-5	3.7402e-4	5.62874e-4	2.0152e-4	3.19025e-4	8.04268e-5	5.2292e-6	5.28846e-4	1.13843e-4	1.03924e-4	1.47891e-4	8.38297e-5
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	8.49177e-5	2.28395e-5	1.95593e-5	4.66138e-5	7.09701e-5	1.72934e-5	2.44245e-5	6.6623e-5	1.71982e-5	2.0285e-5	3.27266e-4	9.16104e-5	1.18682e-4	2.04896e-4	2.37929e-4	1.88738e-4	8.71699e-5	1.11997e-4	1.18563e-4	1.3574e-4	2.73773e-4	2.53576e-4	1.43308e-4	2.65493e-4	7.2676e-5	1.03117e-4	2.60727e-4	7.57186e-5	9.43239e-5	6.26277e-5	9.8493e-5
P441-PWY: superpathway of N-acetylneuraminate degradation	8.45059e-5	9.29705e-5	1.14031e-4	7.85038e-5	7.00503e-5	9.35251e-5	9.84508e-5	1.03934e-4	7.2994e-5	1.20182e-4	3.72148e-4	2.65045e-4	4.16339e-5	1.68866e-4	2.77832e-4	2.43604e-4	9.06297e-5	7.17472e-5	8.14912e-5	8.71317e-5	2.78985e-4	2.91759e-4	1.47185e-4	3.57416e-4	9.51666e-5	6.10746e-5	2.35454e-4	1.20185e-4	1.08097e-4	7.93793e-5	1.32318e-4
PWY-2941: L-lysine biosynthesis II	8.4091e-5	9.76793e-5	2.1339e-4	1.00557e-4	5.31972e-5	2.49494e-4	2.141e-4	3.50316e-5	2.46416e-4	2.69362e-4	3.1915e-4	4.03612e-4	1.52224e-4	1.49916e-4	1.15923e-4	3.194e-4	2.75157e-4	1.99169e-4	1.21796e-4	1.00289e-4	8.38571e-5	1.03116e-4	1.77218e-4	1.11229e-4	1.36081e-4	7.05075e-5	7.87045e-5	2.89133e-4	1.62146e-4	9.08359e-5	1.5898e-4
PWY-5505: L-glutamate and L-glutamine biosynthesis	8.40648e-5	1.96525e-5	2.23133e-6	6.78435e-5	6.64666e-5	9.55136e-6	2.58336e-6	5.98332e-5	0	1.07453e-5	6.68891e-6	4.18858e-6	9.90991e-5	0	1.59218e-6	3.47421e-6	1.13203e-4	1.42966e-4	1.26454e-4	8.2408e-5	1.16038e-5	5.72452e-5	4.69407e-5	9.94952e-6	1.06136e-4	9.88917e-5	1.59346e-5	1.91452e-4	1.30019e-4	8.95342e-5	1.02448e-4
PWY66-409: superpathway of purine nucleotide salvage	8.39681e-5	9.53066e-5	1.27472e-4	8.37212e-5	9.23131e-5	1.46244e-4	1.61048e-4	6.61484e-5	1.63022e-4	1.748e-4	2.56092e-4	2.86341e-4	6.64429e-5	2.02228e-4	2.48012e-4	3.25707e-4	2.4478e-4	6.3477e-5	7.46622e-5	5.172e-5	2.08152e-4	2.85184e-4	1.08516e-4	2.99008e-4	9.42516e-5	1.27971e-4	2.43581e-4	2.14239e-4	6.89235e-5	4.98274e-5	8.92558e-5
PWY-8004: Entner-Doudoroff pathway I	8.36973e-5	1.19509e-4	8.34871e-5	7.98747e-5	6.86773e-5	1.45757e-4	5.55643e-5	1.27618e-4	8.37406e-5	1.40978e-4	2.46963e-4	2.59191e-4	8.10096e-5	1.8561e-4	2.30917e-4	3.0145e-4	1.60691e-4	6.86918e-5	1.00425e-4	5.97251e-5	1.90269e-4	2.29697e-4	1.03472e-4	2.66963e-4	9.76003e-5	4.78256e-5	2.36757e-4	1.41137e-4	1.06683e-4	1.14148e-4	1.09351e-4
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	8.19839e-5	5.08031e-5	1.27697e-5	6.42031e-5	5.60985e-5	1.51024e-5	2.17184e-5	7.28425e-5	1.92805e-5	2.46538e-5	2.50533e-4	8.39132e-5	2.2377e-4	1.93208e-4	1.94279e-4	2.36964e-4	1.62354e-4	1.90577e-4	1.82912e-4	2.63087e-4	1.94672e-4	2.4845e-4	3.39887e-4	3.20212e-4	1.60676e-4	1.12786e-4	3.86126e-4	2.07815e-4	2.54493e-4	1.39653e-4	1.51469e-4
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	7.97343e-5	9.06236e-5	7.07507e-5	9.17115e-5	5.73479e-5	7.99788e-5	8.08218e-5	1.13135e-4	6.10584e-5	3.27034e-5	0	9.25395e-6	5.66634e-5	0	0	0	3.31435e-5	9.25065e-5	8.15098e-5	5.51483e-5	1.33515e-5	0	1.04418e-5	0	9.2893e-5	1.29814e-4	0	3.90968e-5	5.21104e-5	1.34413e-4	1.48796e-4
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	7.90401e-5	8.32372e-5	1.3763e-4	7.18467e-5	1.15259e-4	1.24559e-4	1.18743e-4	1.40967e-4	1.09633e-4	1.60454e-4	2.80792e-4	2.61788e-4	1.54513e-4	2.63346e-4	3.53861e-4	2.76136e-4	2.4344e-4	9.52024e-5	1.77426e-4	2.4004e-4	3.3474e-4	3.08089e-4	2.31349e-4	3.48157e-4	2.14526e-4	2.54569e-4	3.61932e-4	1.07774e-4	2.07408e-4	1.14594e-4	1.48457e-4
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	7.90401e-5	8.32372e-5	1.3763e-4	7.18467e-5	1.15259e-4	1.24559e-4	1.18743e-4	1.40967e-4	1.09633e-4	1.60454e-4	2.80792e-4	2.61835e-4	1.54513e-4	2.63346e-4	3.53861e-4	2.76136e-4	2.4345e-4	9.52024e-5	1.77426e-4	2.4004e-4	3.3474e-4	3.08089e-4	2.31349e-4	3.48157e-4	2.14526e-4	2.54569e-4	3.61932e-4	1.07779e-4	2.07408e-4	1.14594e-4	1.48468e-4
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	7.76124e-5	7.63177e-5	7.38547e-5	9.29925e-5	6.09735e-5	5.07133e-5	5.48163e-5	6.02357e-5	3.79051e-5	6.52893e-5	1.28099e-4	1.48989e-4	1.66311e-4	6.78134e-6	9.63546e-5	1.05001e-4	1.91178e-4	1.32622e-4	1.36547e-4	8.21859e-5	1.25245e-4	6.19419e-5	8.66656e-5	1.09609e-4	1.11732e-4	7.2968e-5	7.39934e-5	1.34585e-4	1.06358e-4	1.08484e-4	8.39553e-5
PWY0-1479: tRNA processing	7.56161e-5	5.77449e-5	5.59536e-5	6.8511e-5	9.95411e-5	5.6895e-5	7.29643e-5	7.27988e-5	6.85129e-5	4.78569e-5	3.36602e-4	1.21229e-4	3.27838e-5	2.03865e-4	2.32045e-4	2.28215e-4	4.96778e-5	8.85327e-5	2.69021e-5	5.36896e-5	2.25307e-4	2.73546e-4	6.23391e-5	2.93923e-4	7.17968e-5	5.00598e-5	2.73337e-4	9.30555e-5	3.34342e-5	4.46083e-5	8.13774e-5
P124-PWY: Bifidobacterium shunt	6.63617e-5	1.54684e-4	8.80664e-5	6.45638e-5	3.88318e-5	1.70809e-4	5.87192e-5	1.14686e-4	7.67936e-5	9.63567e-5	1.8825e-6	4.38171e-5	3.50557e-6	0	0	1.31466e-4	2.27903e-5	3.24045e-5	8.6956e-6	2.89189e-5	4.29664e-6	9.8272e-6	1.34077e-4	5.23438e-5	3.51801e-5	8.71512e-7	0	5.31308e-5	9.84926e-5	1.07504e-4	8.11596e-6
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	6.54846e-5	5.28759e-5	1.94516e-5	5.11953e-5	4.10131e-5	3.92829e-5	3.65058e-5	9.86748e-5	2.50157e-5	3.12741e-5	3.80064e-4	1.90615e-4	9.98967e-5	0	4.25506e-4	5.20022e-4	1.15309e-4	9.85632e-5	1.51813e-4	5.8702900000000003e-05	3.86184e-4	4.35417e-4	1.71018e-4	5.16245e-4	1.26117e-4	1.76537e-4	4.58498e-4	1.48336e-4	1.88808e-4	1.19515e-4	1.28373e-4
FASYN-ELONG-PWY: fatty acid elongation -- saturated	6.4449e-5	5.26488e-5	1.91742e-5	4.70658e-5	3.69476e-5	3.85022e-5	3.4546e-5	9.7387e-5	2.42824e-5	3.0109e-5	4.11392e-4	1.96768e-4	1.14793e-4	4.30516e-4	4.66885e-4	5.34892e-4	1.08803e-4	9.20918e-5	1.53365e-4	5.34425e-5	4.05937e-4	4.94403e-4	3.01098e-4	5.58099e-4	1.18814e-4	1.73255e-4	5.31235e-4	1.37308e-4	1.8152e-4	1.40753e-4	1.33966e-4
PWY-5913: partial TCA cycle (obligate autotrophs)	6.21672e-5	8.19723e-5	9.17273e-5	4.43869e-5	4.74142e-5	1.02346e-4	5.37058e-5	8.98772e-5	8.32669e-5	1.14096e-4	4.08475e-4	1.42832e-4	5.42574e-6	4.27765e-4	3.64602e-4	1.56857e-4	5.70316e-5	2.55902e-5	1.4919e-5	3.99138e-5	3.40537e-4	4.29669e-4	2.11815e-5	2.82929e-4	4.27727e-5	3.47012e-6	3.86724e-4	5.2189e-5	3.46808e-5	7.9862e-5	4.77266e-5
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	6.19847e-5	4.99235e-5	2.23178e-5	4.94578e-5	3.85585e-5	3.97221e-5	4.02903e-5	7.27778e-5	2.74809e-5	3.54959e-5	3.44764e-4	1.19526e-4	1.19532e-4	3.18691e-4	3.44497e-4	2.74306e-4	1.11278e-4	9.35277e-5	1.39024e-4	5.09871e-5	3.10871e-4	3.71163e-4	2.91463e-4	3.77998e-4	1.13029e-4	1.35504e-4	3.77337e-4	1.33944e-4	1.40705e-4	1.07769e-4	1.29194e-4
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	6.19072e-5	3.70531e-5	7.45266e-5	5.52914e-5	5.46408e-5	4.52248e-5	7.89682e-5	4.94341e-5	6.33964e-5	9.11166e-5	2.7606e-4	2.18172e-4	2.9945e-5	2.74915e-4	2.89907e-4	1.83845e-4	1.07543e-4	4.93906e-5	8.1474e-5	5.54473e-5	2.54266e-4	3.02745e-4	6.71359e-5	3.26217e-4	3.92251e-5	8.77968e-5	3.46568e-4	1.16023e-4	2.74356e-5	3.74561e-5	4.35641e-5
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	6.11537e-5	1.02769e-5	3.34019e-6	2.69949e-5	5.6143e-5	2.83791e-6	1.50142e-5	3.9893e-5	3.91248e-6	8.1425e-6	2.12973e-4	1.13317e-4	1.03218e-4	2.10688e-4	2.37931e-4	2.39758e-4	1.06079e-4	6.16024e-5	6.05542e-5	2.98754e-5	2.45711e-4	2.36361e-4	1.46245e-4	2.36828e-4	6.8199e-5	7.90391e-5	2.30561e-4	1.23579e-4	1.04192e-4	5.32234e-5	4.26244e-5
PWY-7664: oleate biosynthesis IV (anaerobic)	5.91197e-5	5.00263e-5	1.80202e-5	4.41662e-5	3.35284e-5	3.65773e-5	3.42019e-5	9.36948e-5	2.32354e-5	2.91267e-5	3.83543e-4	1.90548e-4	1.05064e-4	4.03714e-4	4.34918e-4	5.25122e-4	9.9478e-5	8.40419e-5	1.4307e-4	4.78565e-5	3.80495e-4	4.65414e-4	2.88981e-4	5.39284e-4	1.09524e-4	1.60883e-4	4.99682e-4	1.26498e-4	1.7011e-4	1.32191e-4	1.23749e-4
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	5.84444e-5	3.09829e-6	3.54181e-6	5.4424e-6	4.49792e-5	4.77356e-6	2.06861e-6	4.48588e-5	0	0	1.74829e-4	1.17515e-4	2.74864e-5	5.07864e-6	1.68298e-4	4.69464e-5	6.70147e-6	3.15984e-6	4.43596e-6	0	2.04298e-4	9.10307e-5	0	2.13356e-4	3.26661e-5	1.51867e-5	1.60885e-4	1.91243e-5	8.54547e-6	1.68563e-6	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	5.75066e-5	6.33527e-5	8.81822e-5	7.68489e-5	5.63918e-5	1.02671e-4	9.99723e-5	5.1005e-5	8.1969e-5	9.89351e-5	1.97123e-4	1.93621e-4	1.67467e-4	2.13644e-4	2.4874e-4	4.08778e-4	2.04876e-4	1.43022e-4	1.45363e-4	5.94839e-5	1.94435e-4	3.31947e-4	2.93703e-4	3.68197e-4	1.42373e-4	2.35245e-4	3.17814e-4	2.90169e-4	1.44016e-4	9.95667e-5	1.49747e-4
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	5.75066e-5	6.33527e-5	8.81822e-5	7.68489e-5	5.63918e-5	1.02671e-4	9.99723e-5	5.1005e-5	8.1969e-5	9.89351e-5	1.97123e-4	1.93621e-4	1.67467e-4	2.13644e-4	2.4874e-4	4.08778e-4	2.04876e-4	1.43022e-4	1.45363e-4	5.94839e-5	1.94435e-4	3.31947e-4	2.93703e-4	3.68197e-4	1.42373e-4	2.35245e-4	3.17814e-4	2.90169e-4	1.44016e-4	9.95667e-5	1.49747e-4
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	5.69017e-5	8.46915e-5	9.43273e-5	7.88591e-5	3.54901e-5	1.38355e-4	8.04299e-5	6.98917e-5	9.20372e-5	1.20325e-4	1.47159e-4	1.56982e-4	1.18939e-5	7.67988e-5	8.97613e-5	4.10964e-4	2.03442e-4	7.30487e-5	2.79824e-5	5.184e-5	1.71819e-4	1.55526e-4	1.33536e-4	3.56113e-4	9.43523e-5	1.24712e-5	1.85526e-4	1.59924e-4	1.01649e-4	9.92751e-5	9.65881e-5
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	5.65736e-5	6.40563e-6	0	0	3.45771e-5	5.10533e-6	1.47749e-5	5.11401e-6	1.49162e-5	8.37739e-6	0	2.42345e-4	5.02739e-5	0	0	0	3.58326e-5	0	1.62088e-5	0	0	0	2.14869e-5	0	0	0	0	1.50302e-5	7.42392e-6	3.88898e-6	0
PWY0-1061: superpathway of L-alanine biosynthesis	5.52122e-5	2.36693e-4	8.95457e-5	1.31054e-4	5.34557e-5	1.1386e-4	7.96473e-5	1.1881e-4	1.15961e-4	7.78565e-5	2.89646e-4	6.21198e-5	6.02486e-5	1.49669e-4	1.93974e-4	2.48733e-4	3.44436e-5	1.08824e-4	1.04864e-4	4.11661e-5	1.51422e-4	2.40721e-4	9.72228e-5	2.89961e-4	2.46345e-4	5.83966e-5	1.91942e-4	8.13591e-5	6.57521e-5	1.05574e-4	3.78088e-5
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	5.49174e-5	4.38461e-5	1.80851e-5	4.31975e-5	3.25168e-5	3.33726e-5	3.33811e-5	7.12236e-5	2.25737e-5	2.92448e-5	3.50139e-4	1.16023e-4	1.06078e-4	3.39789e-4	3.82378e-4	3.18082e-4	9.66561e-5	8.36247e-5	1.31125e-4	4.44667e-5	3.37146e-4	4.06706e-4	2.8658e-4	4.09106e-4	1.03254e-4	1.27379e-4	3.89604e-4	1.19872e-4	1.37668e-4	1.0124e-4	1.17093e-4
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	5.43228e-5	0	6.23409e-6	2.69028e-5	6.54724e-5	2.44764e-6	1.28577e-5	1.78872e-5	8.90786e-6	1.99835e-6	1.19125e-4	1.09594e-4	1.75165e-5	0	6.30247e-5	1.05175e-4	7.2899e-5	5.77985e-5	1.52438e-5	2.96475e-5	9.47117e-5	6.93851e-5	2.60124e-5	1.52676e-4	7.29022e-6	3.87546e-5	4.54294e-5	5.83529e-5	3.93375e-5	1.34662e-5	2.60174e-5
PWY0-862: (5Z)-dodecenoate biosynthesis I	5.32488e-5	4.69108e-5	1.66816e-5	4.08135e-5	2.98458e-5	3.42914e-5	3.37537e-5	8.91864e-5	2.19722e-5	2.79124e-5	3.51791e-4	1.82841e-4	9.43966e-5	3.72771e-4	3.98745e-4	5.12638e-4	8.92763e-5	7.52693e-5	1.31317e-4	4.20028e-5	3.5115e-4	4.31667e-4	2.74263e-4	5.17133e-4	9.91844e-5	1.46896e-4	4.63014e-4	1.14481e-4	1.56956e-4	1.22274e-4	1.12327e-4
FUCCAT-PWY: fucose degradation	5.23218e-5	2.18655e-5	4.43601e-5	2.29216e-5	4.21312e-5	4.21071e-5	5.01981e-5	5.85492e-5	3.6481e-5	1.96217e-5	2.47366e-4	1.1588e-4	6.03093e-5	2.36579e-4	2.54148e-4	1.16496e-4	5.34799e-5	2.44881e-5	5.1025e-5	1.30373e-5	2.07637e-4	2.90547e-4	5.47194e-5	2.07763e-4	3.12012e-5	3.72727e-5	2.56763e-4	2.80425e-5	2.71383e-5	3.86523e-5	4.53767e-5
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	5.20505e-5	4.45888e-5	1.92266e-5	3.91209e-5	2.92814e-5	3.68931e-5	3.40562e-5	8.49659e-5	2.48647e-5	3.03854e-5	3.61108e-4	1.7637e-4	9.35202e-5	4.00637e-4	4.26739e-4	5.08095e-4	8.82927e-5	7.44348e-5	1.30105e-4	4.19062e-5	3.67308e-4	4.54433e-4	2.77162e-4	5.31122e-4	9.77754e-5	1.44945e-4	5.03085e-4	1.13724e-4	1.56773e-4	1.20023e-4	1.11483e-4
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	5.17431e-5	6.78893e-5	8.18842e-5	8.06287e-5	5.16167e-5	9.71807e-5	9.88544e-5	4.58008e-5	7.62088e-5	8.99056e-5	1.57607e-4	1.5953e-4	1.24113e-4	1.7189e-4	1.91501e-4	3.16227e-4	1.72202e-4	1.28752e-4	1.31288e-4	5.27911e-5	1.47966e-4	2.55575e-4	1.51381e-4	2.75745e-4	1.25267e-4	2.06183e-4	2.47298e-4	2.29496e-4	1.24609e-4	9.03694e-5	1.31172e-4
PWY-6902: chitin degradation II (Vibrio)	5.12949e-5	4.8497e-5	8.32384e-5	6.15052e-5	9.19558e-5	1.21747e-4	6.19214e-5	1.20523e-4	7.83237e-5	1.15514e-4	3.89489e-4	2.51389e-5	1.27024e-4	1.67986e-4	1.60494e-4	8.04211e-5	9.76902e-5	4.45744e-5	9.40425e-5	2.88072e-5	8.04817e-5	2.47161e-4	2.41717e-4	2.94281e-4	1.01086e-4	8.05081e-5	1.59502e-4	5.43503e-5	7.90553e-5	2.74765e-5	1.03324e-4
PWY-5989: stearate biosynthesis II (bacteria and plants)	5.09645e-5	4.65264e-5	3.49741e-5	4.01457e-5	2.92728e-5	5.46892e-5	4.09655e-5	8.75251e-5	3.97504e-5	4.40418e-5	2.55242e-4	1.6864e-4	9.31391e-5	3.57182e-4	3.81303e-4	2.35127e-4	8.69692e-5	7.42287e-5	1.27167e-4	4.19396e-5	3.40018e-4	3.99284e-4	2.84662e-4	3.94494e-4	9.85394e-5	1.39369e-4	4.08416e-4	1.12946e-4	1.55286e-4	1.18788e-4	1.0925e-4
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	4.99254e-5	5.57176e-6	2.45139e-6	2.96171e-5	4.44753e-5	9.72958e-7	6.45489e-6	5.63824e-5	0	2.94595e-6	2.77635e-4	7.16849e-5	1.94031e-4	2.31553e-4	2.58996e-4	1.51731e-4	1.25005e-4	1.30264e-4	1.46867e-4	1.87945e-5	1.97215e-4	2.63412e-4	2.3589e-4	2.41228e-4	1.50561e-4	9.61111e-5	2.44685e-4	1.68965e-4	5.67297e-5	8.84973e-5	1.93478e-4
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	4.94135e-5	1.3459e-5	4.64427e-5	2.84638e-5	4.18271e-5	4.08849e-5	6.61912e-5	3.88164e-5	5.29739e-5	4.73911e-5	8.98595e-5	1.55526e-4	3.16248e-5	3.39994e-5	1.01051e-4	1.71502e-4	1.56114e-4	2.68785e-5	3.40544e-5	9.81524e-6	1.34275e-4	6.15737e-5	5.45301e-5	2.875e-4	4.96462e-5	3.46768e-5	2.06568e-4	6.77269e-5	4.88115e-5	2.38158e-5	3.91632e-5
PWY1ZNC-1: assimilatory sulfate reduction IV	4.92708e-5	4.51414e-5	5.60724e-5	4.66399e-5	3.48793e-5	6.03928e-5	5.95458e-5	2.92391e-5	4.54046e-5	6.81327e-5	2.7374e-4	5.12095e-5	2.52125e-5	2.63723e-4	2.68232e-4	1.39027e-4	1.32726e-5	1.17403e-5	1.0799e-5	1.8803e-5	2.00661e-4	2.51346e-4	3.15985e-5	2.56349e-4	1.35505e-5	8.33042e-6	2.33633e-4	3.79594e-5	2.43532e-5	2.01234e-5	2.904e-5
PWY-5497: purine nucleobases degradation II (anaerobic)	4.86419e-5	1.32538e-5	2.71792e-6	2.95462e-5	5.50532e-5	8.80696e-7	2.12305e-6	2.83095e-5	2.77204e-6	0	1.85462e-4	8.3694e-5	7.93188e-5	0	1.12533e-4	1.02002e-4	9.03426e-5	7.08992e-5	5.53879e-5	2.51153e-5	1.12073e-4	1.00041e-4	1.04287e-4	1.76745e-4	6.33107e-5	4.63136e-5	1.39222e-4	7.3806e-5	3.16207e-5	2.30885e-5	7.78864e-5
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	4.72336e-5	1.16639e-4	6.57153e-5	7.26798e-5	4.25531e-5	8.73327e-5	5.52659e-5	9.23009e-5	6.64812e-5	6.38489e-5	2.9825e-4	6.97563e-5	2.558e-5	1.66741e-4	2.03598e-4	1.77383e-4	3.66152e-5	4.54788e-5	6.71163e-5	3.73248e-5	1.55438e-4	2.68708e-4	9.75039e-5	2.48154e-4	9.85802e-5	2.75204e-5	2.01309e-4	7.20349e-5	6.0394e-5	9.02419e-5	3.78689e-5
PWY-6607: guanosine nucleotides degradation I	4.72088e-5	5.60011e-6	1.19519e-5	3.52413e-6	3.10884e-5	1.08227e-5	1.78227e-5	5.63852e-7	1.28231e-5	1.38045e-5	5.2263e-6	4.82406e-5	2.84019e-6	0	1.97701e-5	3.13976e-5	4.04702e-5	1.45602e-5	7.18675e-6	1.26937e-6	1.33051e-5	3.2298e-5	1.13398e-5	5.63529e-5	4.97071e-7	5.49518e-6	8.79806e-6	3.34258e-5	2.83158e-5	4.69161e-6	5.29971e-6
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	4.69838e-5	8.51995e-6	2.91173e-6	3.5283e-5	3.44518e-5	7.95797e-7	4.63663e-6	3.22774e-5	9.47884e-7	4.39094e-6	2.24363e-4	6.48944e-5	2.12921e-4	1.31935e-4	1.574e-4	5.30667e-5	1.27928e-4	1.40681e-4	1.67618e-4	4.29673e-5	1.51623e-4	1.49066e-4	3.02923e-4	1.53573e-4	1.32236e-4	9.31513e-5	1.27937e-4	2.04593e-4	8.78854e-5	5.66589e-5	1.37656e-4
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	4.66904e-5	3.88334e-5	4.98153e-5	2.83496e-5	3.78557e-5	8.94735e-5	6.74545e-5	3.59621e-5	4.87521e-5	4.91086e-5	2.95083e-4	1.05314e-4	1.52669e-5	2.65338e-4	2.94697e-4	3.05194e-4	5.24127e-5	1.17022e-5	1.55713e-5	2.26033e-5	1.27343e-4	3.18986e-4	1.30613e-5	2.9257e-4	1.60455e-5	1.51771e-5	3.36103e-4	2.91429e-5	2.89915e-5	2.68561e-5	4.89999e-5
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	4.66523e-5	1.17143e-4	1.95037e-4	9.69422e-5	4.63525e-5	2.39656e-4	2.36193e-4	9.60366e-5	2.29865e-4	2.28603e-4	2.14272e-4	7.79032e-5	8.74433e-5	7.92852e-5	1.65409e-4	1.15552e-4	7.54802e-5	1.42398e-4	5.33214e-5	6.77278e-5	1.50785e-4	1.27098e-4	2.42687e-4	1.52158e-4	6.97144e-5	6.19665e-5	1.35575e-4	2.60543e-4	1.05741e-4	1.3104e-4	2.36815e-4
PWY-5030: L-histidine degradation III	4.65986e-5	1.0931e-5	2.0272e-6	2.99642e-5	4.69506e-5	8.46445e-7	1.80859e-6	5.70708e-5	3.98328e-6	7.26741e-6	0	3.56567e-5	1.73987e-4	0	2.41873e-5	0	1.31085e-4	1.64995e-4	1.14713e-4	5.75427e-5	0	1.28478e-6	2.76761e-4	5.17825e-5	1.1869e-4	1.11664e-4	2.29641e-6	1.9076e-4	1.35069e-4	7.64256e-5	1.28664e-4
PWY0-1261: anhydromuropeptides recycling I	4.65644e-5	1.12717e-5	1.19732e-5	2.96667e-5	2.87124e-5	1.23344e-5	2.52275e-5	3.81829e-5	1.5913e-5	1.07181e-5	3.03305e-4	1.3997e-4	1.26441e-4	2.2655e-4	2.49746e-4	2.18668e-4	6.76663e-5	1.43482e-5	1.21994e-4	1.65087e-5	2.35154e-4	2.9816e-4	1.57307e-4	3.22903e-4	1.52444e-4	1.16092e-4	2.76146e-4	5.40084e-5	1.03623e-4	4.54191e-5	1.16386e-4
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	4.46922e-5	5.58602e-6	1.19972e-5	3.51331e-6	3.00982e-5	1.0818e-5	1.78575e-5	5.63663e-7	1.28612e-5	1.39382e-5	5.22649e-6	4.68224e-5	2.84049e-6	0	1.97778e-5	3.2022e-5	4.08402e-5	1.42864e-5	7.13713e-6	1.26784e-6	1.32348e-5	3.29678e-5	1.13306e-5	5.58796e-5	4.97134e-7	5.50344e-6	8.79785e-6	3.2505e-5	2.78127e-5	4.67089e-6	5.29222e-6
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	4.35096e-5	4.99532e-5	6.76673e-5	3.91868e-5	5.03458e-5	7.80947e-5	9.30201e-5	3.21307e-5	1.06137e-4	1.066e-4	4.33286e-4	2.38479e-4	2.65843e-5	2.34929e-4	3.05702e-4	3.39542e-4	1.47756e-4	4.23563e-5	3.08173e-5	2.24947e-5	2.59987e-4	3.43446e-4	4.30168e-5	3.59046e-4	4.09645e-5	5.64329e-5	2.97389e-4	1.05782e-4	6.71344e-5	2.00365e-5	3.79007e-5
