pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-7242: D-fructuronate degradation	2900.8263271097	1477.478279772	3254.9624371398	2501.6795255318	2316.3847980011	1035.8451805166	1888.7871279108	2658.8081518398	1628.6179290162	3202.9825405586	8075.5482279883	4549.6487084162	2019.7258276671	84.9608997201	2822.0492841916	7819.6171529557	4050.3897292284	1079.3665807352	1427.6745982565	4083.3179061963	2496.3357454139	5692.0642803683	449.3511706637	10766.5947631042	976.445316787	1696.0092032179	3555.9633612003	2545.2554074776	1877.8034086344	2241.910899271	1373.7004718729
PWY-6353: purine nucleotides degradation II (aerobic)	2895.8805324549	2583.4405660422	5057.3522883392	2743.6726843904	2696.9268087918	5368.8523759114	5648.4026607149	4336.4967367788	2669.9658365965	5019.1418214176	26522.6138240129	13136.636679306	1943.7182675776	0	19543.1651442187	5762.1171490037	6601.2319349993	994.6618498646	1914.9217623194	3942.4440434848	9240.5726509889	14154.2910267957	3259.3640808145	24126.0951291255	1695.2639942238	2837.6380962684	28688.4808319545	4451.5218177916	2142.2030007112	3300.1454677807	3357.8981049297
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	2882.7142055078	1832.6006778133	3768.1615221102	2945.4800322599	2542.4562114904	1393.1606592128	2312.9017799765	2972.8793686507	1935.0639468022	3908.8916804823	8457.0145686214	5022.2711142572	2599.1886161598	52.6045946412	3659.152969128	5391.309384119	4618.6028241224	1263.5861900661	1743.1911821689	4847.060152227	3112.6670688728	4565.2622448576	638.874973472	9474.1833234838	1232.2449466552	1950.0165521353	4604.9695317455	2867.9489236867	2359.4948723507	2533.2741518013	1757.4617252534
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	2848.8267016939	5085.6783372798	8117.5773925551	3181.1611797385	2427.445991439	12939.5812700884	4971.3097854675	10615.5713399961	4123.1005574178	12473.4179491612	21903.6715994044	15843.3070345256	4098.1552183278	3219.5435146782	23775.5704192786	10888.3905628448	10179.7139696554	1178.0999944755	3531.996035941	3936.8455317931	9593.4085005892	27611.7526373298	6497.5628713704	23290.7924907547	3591.5679988574	1356.3530713963	32650.3388086229	5796.0192709857	5212.5126330115	4963.7439288096	6436.1908594054
FERMENTATION-PWY: mixed acid fermentation	2841.0454289654	2449.0834603664	4376.3870442959	1831.4136197093	3069.5539295632	3354.5944256717	3231.2934163632	4090.8508523744	2311.846208339	5917.4537443767	25489.144977412	7370.4252909392	1514.3994497163	4900.4013055268	25469.4682849171	7460.4457616907	4100.1966164271	1153.2315918346	1407.8575539671	3242.008655611	10756.7498654715	25820.6131806755	600.9664577053	20239.4503759672	1725.1865687733	2062.4078857778	40577.664530532	3227.7021027439	1424.8879363558	2804.6812805948	3171.2757159512
ANAEROFRUCAT-PWY: homolactic fermentation	2762.4398092209	4903.7435730156	6967.6286941849	3417.8565203578	2362.2622575823	12384.8789283603	4534.9294605827	10538.0331970781	3608.3497652066	11399.0587352577	19229.7231152795	15272.8033927518	4385.3139206384	2861.0443807561	20173.405215395702	10580.4635081736	10620.8280541283	1351.9865710838	3729.875377512	4360.1130350954	6439.3576446402	23484.3500212126	6668.0693409202	20640.5268768493	4022.7453685728	1682.995723606	27803.7785940635	6324.8348829223	5741.3380647319	5295.0776241063	6738.2583879313
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	2705.4229162483	3624.9631157788	8054.9034189743	2850.2633336495	2294.1028889442	6658.6762462793	6945.5071918237	6382.894242272	4180.941427015	10440.085371767	11688.3256592272	11557.3250437178	1881.7895265532	2638.0413972704	14247.2560625474	4504.6551428554	6120.5225719179	1044.7474225465	2155.6792470143	5153.4430453002	227.64706846160001	4830.5254040062	3944.076075392	16809.6083144843	2576.2741858342	3142.1559161871	6203.7465000104	4291.6614518239	3456.858164274	3519.3860937302	3325.9930239117
PWY-6608: guanosine nucleotides degradation III	2688.2137239024	2367.0408263934	6384.7116287169	2211.4960841489	2320.4197243883	5520.2057003434	6354.3852835336	4050.8154861911	3231.3271614686	7626.7013123812	30174.553215859	15530.1313785826	2347.8189073546	2943.7676497921	24087.8465335776	8645.9717902829	8512.8838524273	828.3321420374	1723.9293327895	3524.5477584524	10622.1347349317	25729.9296045238	3763.3944358673	24754.2412971773	2166.1524694127	3722.1365874931	31958.0496948555	3664.1148513281	2243.6011470504	2819.2601823497	3565.337357105
PWY-7663: gondoate biosynthesis (anaerobic)	2685.8958747518	1597.0522805717	1028.2372078311	1752.7771714353	1931.2017361929	1706.3010984969	943.5559208436	4675.6114433816	583.889826391	1422.0587281574	39117.4525122685	10763.6959150174	6543.6682160048	4801.6491387231	38496.9058476486	17512.852392067	11319.0375150989	2615.4997212073	5234.1328469867	10690.55839882	15185.9528180059	39474.7879054124	8231.8793860895	34395.0358700522	5273.8744628627	8748.6344872619	47746.0691922514	8855.4025898436	9203.3284824145	6691.4596089711	8790.0514169125
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	2609.2880646919	3421.5878277468	6205.3862156364	2983.194224164	2378.2257739774	6788.7174954892	5280.5566116846	6669.2461128393	3529.4298032007	8941.1348429129	22835.4402756334	12411.5946197799	4781.2865237535	4299.5237129197	30471.3472716157	8358.392585339	10004.9035698391	2269.1761097667	3386.2717300348	9329.8092844187	9743.8973293146	28964.426411574	7983.9769656756	20559.1198629543	3906.5584475502	4797.6972590483	41680.6239317715	9484.3693111966	7673.5906659464	4094.3826460867	5452.5980686712
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	2539.7438114161	1413.8225282619	3819.2973033388	1229.1457314714	2071.0402883792	5139.9235542614	4118.4517623715	4572.9337507529	2239.1836002649	4056.6549593859	19724.1401918398	14720.4286456446	1529.6044669857	0	10907.1337018261	7883.5628811514	5137.6074031208	113.8574751168	1179.8556635951	2162.3943455811	0	5850.2323711689	245.2595822065	7793.5724100419	2069.1102757042	3232.3858752581	5869.3484210387	768.5390714706	524.6320867369	4981.9520961443	2898.7471460968
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	2535.2784775156	5093.4882509238	7937.6148594548	4497.0737270185	3121.4777532616	7233.7813480942	7807.5759239975	7368.4499538544	3811.1118807869	8273.8562951161	20050.804765112	10110.1659678965	2484.2570888293	2045.6206820876	19408.2696256611	7265.393671716	5144.6029283068	1127.7817367911	2140.2728367136	5218.3327269986	7757.9738679275	18859.0385751892	1628.654449756	19160.407447241	3005.5459749322	3578.4669788558	27552.3159394548	2973.3390934701	2963.917490615	4534.9675258594	5317.5387601182
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	2522.6572380831	3418.1636691593	6861.4670876545	4156.0199086973	2410.875897699	7340.5411118464	6410.8050032818	5184.2525568428	3583.4797424327	9121.8333073856	15905.2597547424	13502.1159709175	6611.7368874329	2024.3388243659	17324.2522014651	12589.9001336389	13100.0505961417	2940.5289573024	5303.5661937734	5982.5741110511	6274.7523834256	19432.7958947467	7721.3407316531	21615.1633366167	5667.3631256417	8955.751823768	26336.3162580185	12211.2652842018	8527.5454009347	6421.1471374378	8918.3037647923
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	2488.9093029853	1123.5734637199	3029.7264703334	1234.3362618889	1572.2869621886	2973.1016501794	3327.4257575918	2832.5124646554	1749.6340912724	4078.2033791863	19638.6282269565	16458.5835868713	6034.9843440135	3051.1654658149	21700.5100676144	9910.0564803142	8137.4583415982	2423.140272063	5836.1192209232	16688.5767712223	10038.9597931768	23386.9194098444	5418.1680174022	21868.8683681702	4320.1889954231	4655.0514899688	32680.6481090159	7831.4773497136	10629.585808362	7842.158718764	7155.9511313745
PWY-702: L-methionine biosynthesis II	2448.7039009459	3937.7981536413	4331.3231480866	4306.3951671429	3140.8857237566	5351.6215381132	3915.1854667063	8869.3004694578	3372.4583989085	7221.3030965182	22445.8688491808	9456.318159318	1077.0945293584	2633.874389053	20014.4878228786	13814.1327140222	5723.3294525857	1191.3116409072	899.2544617924	1897.8620329848	7626.2262777523	21752.929618091	3493.5407596575	20661.6003892218	2062.6429102837	1409.5855761555	29711.7678983932	5558.7171280141	1924.4947258637	1614.6916649328	2161.9922021658
METH-ACETATE-PWY: methanogenesis from acetate	2447.8613249595	3943.8117818645	8355.1205305413	3544.9174766112	2809.4435354399	7982.5811024133	7096.525855904	6448.9039229574	3985.4067839847	9637.664869394	0	0	1565.391136142	0	0	0	4766.8781998888	646.5253367743	1810.600924656	2912.5971339788	41.6496055358	0	1664.4504157691	0	1896.6731855473	3242.9187877209	0	2510.7471971234	3262.9731514703	2515.2345822648	3241.3534490751
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	2431.218528254	2696.6974707474	3717.9250778658	3148.2657345153	3452.6538107665	9445.4469705373	2267.0489746623	7327.4079996707	2115.1674801286	8193.9292461217	23260.2760268036	11288.0839074055	2845.6243402118	4343.9511959307	25075.2560822922	6308.4019431224	8956.0515575145	1151.9138050934	1813.6258450463	3139.1998767222	8171.6975550565	27802.7602878685	3569.0271861885	18816.3877449661	1873.1077519247	1785.4606105616	28568.768320995	3173.8644626889	3885.4945923917	3084.8847274202	2328.5567611774
PWY-7234: inosine-5'-phosphate biosynthesis III	2429.6099454673	3055.4016420223	3617.7116465465	1655.2703410834	1386.4418938216	8864.8717080917	2022.653182296	6755.8922304099	2172.2433452513	7347.9819969553	13537.9888607619	11882.3898585824	1341.7320197812	1552.2036617014	13541.1978863655	10290.3987158135	8763.6859285117	1119.2820727436	1941.2306366727	3422.621442614	4965.4841259741	15157.7429396263	842.411138555	16531.9411148317	3007.378771358	3527.539794455	20133.8358826971	4109.0985518818	5786.4729421555	4725.9399064078	5084.1641310726
PWY-5484: glycolysis II (from fructose 6-phosphate)	2397.4346081197	4193.0791363388	5885.0916113605	2790.8511212031	1959.8760747792	10999.4550551841	3707.8903425613	9432.9462378531	3027.7990756276	9879.0523193293	20435.3309933596	14599.5704051263	3976.3646192007	2819.8952689202	21938.1231673404	10643.8147528408	9693.205943656	1144.2483029683	3299.6870448234	3587.9726579423	8883.1492059409	24993.2134867836	6451.125089001	22765.6273617317	3390.570368459	1323.1899591338	29854.9911730524	5557.0480698556	5005.8455041305	4651.2395265578	6070.9922774727
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	2373.4255044386	1762.3967135207	3214.8514280717	1948.0832571905	2034.5944746676	3687.8942080846	3869.0918439659	2805.4499491718	1700.1434347333	2979.941123488	24557.5174588495	15232.266386631	1135.013828596	0	15203.3309450374	3679.5076352295	4103.3893185805	647.1406761616	1215.4057314466	2526.346367975	11360.8378991251	9199.3430584967009	2022.7444735757	23862.6949176457	973.6437308549	1652.5094045382	24930.9932986279	3073.4147694814	1270.9139239736	2182.1223242656	2070.4001791997
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	2325.0866865245	1322.320729111	907.944270606	1899.8321499557	2161.1379125614	846.0738568599	863.057620583	5560.5718176242	231.4702919677	1303.2123393217	14690.6193289643	5933.8904836688	2464.935085284	1660.8856298794	14908.9497386053	7435.2487282601	4897.0016673687	971.0756435794	705.8931429986	2093.1729022296	5842.2681548309	15102.6257056318	413.6197754192	15502.1904920594	2367.1782753775	3544.7972369949	20272.7779059009	3387.8205248902	3083.3805651915	1843.7817878048	2051.8159399126
PWY-622: starch biosynthesis	2314.7450947286	1221.9988587144	1355.6957737868	1398.7782235404	1626.9306485377	3119.4469876709	1747.9507580114	8671.051189833	1094.2525766665	3216.9391312929	11628.027670819	1172.7776905642	142.5926588058	0	6397.9258277057	402.8492273278	334.6922108704	627.4558316017	222.2420464057	1366.1949537827	0	3398.9895235185	4184.9247642343	12947.4813606762	1747.8881501821	0	366.3431569129	2798.8255649522	4339.4187029112	1204.2823144518	1276.7264686744
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	2308.4364488598	2767.8423154329	4418.0562562257	3201.6518555387	1957.6987261586	6355.2021046013	4516.7247266399	5438.9231635766	2387.6031127001	6736.8374206337	15044.8543962033	9548.0356536991	2393.1990903925	2440.1668189705	18494.2343396734	7252.0916459414	7177.0769186988	2138.3990548395	2478.3505557392	3690.9513693877	5550.0740870221	20332.5227275182	4626.2316041164	17244.0291698715	3928.755867969	5338.3345203159	26867.9457167173	4645.5433208699	6578.4898186782	4823.1480441558	6675.3949476604
PWY-621: sucrose degradation III (sucrose invertase)	2259.686653486	2415.5412438475	2889.6958906502	3099.9013454773	3170.8821836263	2845.8593453199	2220.3879668539	5798.8668981023	1609.0412855279	5300.7054329134	19761.932032013	12327.5012271053	3087.9680192859	3607.5519628736	21177.7875722915	6471.8890884487	8923.2768528024	1128.1617911249	1888.813662084	3100.1954471862	7500.5543722576	25138.396031937	3952.2672596961	19792.1592859535	1935.7460501879	1770.0634714107	27293.3224118392	3122.3213821516	3747.7951662153	3021.8868984492	2375.885105194
PWY-6901: superpathway of glucose and xylose degradation	2132.9955137377	3976.2159453556	4698.5165649778	2752.185518387	1782.6197926022	9992.1758265896	2797.3440637797	7862.6871747912	2244.2912866414	8045.7868720007	19992.1477320617	15410.5846873261	4982.5029278753	3288.6277130896	23370.0168128131	9580.2413931427	8413.791174377	1805.4032022297	3463.6089723813	4126.5346563802	7586.9588897389	25375.703048829	7115.7796942164	19796.4372346863	4505.1547927398	4658.0657983458	34366.3484363538	6289.0743648545	5296.6303375243	5121.6888250421	5859.5974389795
DAPLYSINESYN-PWY: L-lysine biosynthesis I	2110.3003058875	4290.6275704492	5111.2097316977	2653.5366100266	1647.1461686554	11608.7963245852	3381.8371826452	9410.5344055202	3185.9779535635	9358.3906439017	22596.7081456536	9608.8877562773	379.718553408	3060.0227150454	21328.4340995454	7979.3130057161	2301.6846711662	674.9889008602	650.5553630089	2358.0338635050002	7634.946211193	23362.0199434276	4369.1156371494	17841.8640445984	2104.4598512432	364.1402962825	29039.5428989966	4046.5635521843	3172.4640827456	4336.7648439934	3096.1359884289
PWY-6731: starch degradation III	2089.355296909	3274.8116847477	8833.7087402833	3678.4720607294	2183.4498581914	7226.5819020821	7214.529378894	7232.4949691477	4101.6369662107	11156.57512008	5277.8013168679	1757.7483869145	4233.7691859082	1283.6577097533	7067.8385960649	987.9643544794	5969.7208919528	1265.3301059215	3374.8272042068	4073.9456741029	3033.4411544399	7170.0181479395	5271.3282420067	4172.3515470606	4407.4629809838	4662.9940153546	9289.8982548146	5278.7322725279	4274.6131232503	2557.2969821239	7211.6948779803
PWY-6630: superpathway of L-tyrosine biosynthesis	2078.6059651832	1555.3329366518	1294.7922488711	2168.1768762258	3132.7620693889	1772.4440373457	1194.8905236488	4210.0147575097	657.8880060408	3362.0803787885	13290.3870819871	15462.8514068632	785.9166547439	1895.8728709919	12546.3001084323	6003.6022631121	7946.1128672589	1190.8720239058	1628.721727816	2222.1791950536	4025.8544125865	13691.8892879191	2397.3646555829	13134.973719036	1380.3678480311	1448.4046137909	21516.7555840043	3244.5200019157	3802.7586487818	1877.6391843878	2758.2971044913
PWY-7345: superpathway of anaerobic sucrose degradation	2075.5295148022	2200.8608725751	2885.0790410372	2503.3920348543	1799.3654682037	2446.7510570991	2057.7801541342	4226.7949825834	1036.1158781035	4173.5762110218	22658.4094605447	12213.0581916076	2666.6125536608	2748.7050025839	21986.2591471151	9325.2677301542	5461.7043652487	991.397761152	2594.2524791779	3357.8658311774	7792.0430019323	25389.1052410339	5286.0408714515	23530.5764838701	2698.6323826396	1376.889144212	29963.1750545406	4196.2165114193	4514.4051497542	3134.6099305285	4492.7680094132
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	1926.5881270445	2647.056942164	5436.1105643068	3295.3743461319	1844.2733745773	5963.3012442235	5202.9072307384	3937.1537986961	2820.7098781315	7298.7940067692	15204.3963342902	13062.669452191	6159.8894994048	2237.3175381998	18380.2296085908	13650.0746193378	12654.8621072866	2644.7979133819	4811.5904970219	4735.770284545	5980.5610494518	21103.1888484405	8350.9275273742	21614.7868516737	5096.9039603372	9319.7886703844	28445.9742950432	12178.5056168997	7534.4171146979	5376.5638992885	8162.4272361378
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	1846.5550969024	2463.412007965	5959.4028808187	2251.8872079418	2533.839229082	5156.6797162077	4494.0738617124	7020.6300143709	2697.5442332533	8291.1989546323	18298.5661557591	12429.9404854504	4461.9999587668	2809.2051570554	25882.7976803104	8660.448060416	9346.4606302228	1363.3584319498	4135.6537617566	10618.734982645	10149.4427055031	21065.5797463194	5102.4829737853	20903.5055697264	4770.8076819994	3528.1779685577	32634.5757704169	4328.9620502063	7735.7129468077	4380.7013820516	5911.1296179768
PENTOSE-P-PWY: pentose phosphate pathway	1695.3548705001	3737.2185527981	3627.5834506287	2558.7929489161	1505.3203061663	8585.1382685284	2307.5421427806	8004.0239548971	1994.9598886944	6908.8317701846	20238.600981869	17909.373730867	4459.5817937813	4066.2199551056	26898.9702141873	11397.2755544575	7940.3214531348	1710.3462643475	3603.0080611815	3543.1220563867	11490.7769995876	31359.9348080189	7150.4653599984	22788.5148855141	4396.8736143564	3831.4905582088	43984.0176006295	7172.0995287612	5267.2188169233	4682.528696224	6337.8393581261
GLYCOCAT-PWY: glycogen degradation I	1692.2178952195	318.9283867945	558.5108212021	782.1359114393	3620.7971307896	482.9491613546	579.7536866026	3304.0347897916	133.5183532257	535.3874200345	12167.3300605513	5112.3238075086	2251.5972461907	1132.1853329194	9577.1964731448	6329.9784280013	2612.9957060884	878.4338733956	3127.464380408	1660.5868788176	3756.5594087657	12132.0224470026	5801.8749149823	9684.2987860373	3347.4603884531	3332.5288802477	11488.9341030947	2962.1651492163	5179.1351342078	2608.1930136404	6943.8106526179
PWY-6549: L-glutamine biosynthesis III	1648.8731552186	1909.4199582652	3797.3604082276	1397.283344232	1434.0465733772	3288.9371810257	2394.2335417738	3452.714526898	1974.5274357822	5242.4145448878	758.5705576694	5295.4939825116	402.8344817762	0	972.8963597724	1787.5548485434	2866.7875299731	552.56343215	628.1343506841	2569.9530586139	588.7625064992	3605.3462296967	485.688841502	3918.772230704	1169.2508274902	315.321850383	206.6282631059	1999.7886074381	1365.3196606955	2485.4396416816	1989.4147611267
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	1645.5949876551	2270.1314983854	4694.7309843408	2806.9538544427	1583.2827855394	5189.4393859213	4504.0998142276	3380.0630108194	2437.2605937438	6359.9275070928	15527.1048326469	12366.9981602412	5440.3051479219	2284.7286341307	18362.4444933021	12289.8817183663	11381.6088351095	2246.9826315425	4255.505792033	4174.679205137	6049.0235563381	21367.5532571665	8051.366897864	21765.1274146978	4486.5471044159	8150.7576644503	27568.4252505458	10832.5930319413	6969.821864954	4720.9559103261	7032.1436753401
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	1621.4285523851	290.4555270121	207.190766133	1430.3433154133	1525.4146073036	112.946804687	473.770298912	3924.5491748203	0	334.9421263079	13261.1216842472	6912.2384234252	4544.4586988651	1865.5167399376	16193.7952815115	7120.122691732	7319.4887570291	1774.5013738701	3800.7560049661	1647.9696967113	5938.7535060334	17903.2593336904	4901.338826673	15230.7951984411	4574.6191227923	3244.7091020292	20555.8194841418	6020.7180669657	3183.0210579866002	4221.7319380119	6471.9394550648
PWY-6606: guanosine nucleotides degradation II	1615.4130467512	1540.6181563401	3132.2098941976	1604.7855873779	1522.7111034431	3406.3669221827	3676.6976981314	2482.5727922878	1639.3183553668	3029.5163108129	26108.3032098391	8595.7971699826	1090.5796006483	346.9853336765	16092.1524410987	3241.8373459107	4050.0554343859	545.6741107427	1060.9152320392	2198.7231630904	10458.7228339503	8834.8340126464	1960.5585937787	23072.5204219911	947.1214667548	1618.2487974232	27659.1781638434	2597.4188745374	1169.3467691761	1862.974510693	1910.0597427589
PWY-4041: &gamma;-glutamyl cycle	1606.202832557	2276.9434278082	3928.15935095	1777.942782636	1390.8627584852	5130.9619834039	3027.1215595057	5112.9838035292	2096.6035218247	5486.9117781161	16638.8372049291	6692.6178038737	1392.778764008	3109.0431582771	22571.5103460403	7432.7410920449	5277.9813268684	571.8302713581	864.9868707676	1619.947443363	7360.5336656384	24671.0957671071	2390.113375434	14156.59119866	1135.9178979518	1469.2245393776	25937.4119187746	3099.4424950561	2370.4783958923	2284.3023211315	2545.8717399683
RHAMCAT-PWY: L-rhamnose degradation I	1592.6889404238	1566.1319809912	3294.6583687207	2481.6178244923	1550.9207472875	2682.5177853413	2854.7759762489	4021.5943774248	1748.0735953789	4030.4911147926	18422.2765907983	9521.6283161517	4179.0406631954	3195.2708836521	20870.7173033189	8934.0388539759	7654.8380412022	1321.7916087892	3220.9250357291	6671.9264299959	5336.7409918443	22149.9373242926	4855.253626881	12989.9752008472	2904.8004208473	4299.8649727047	25691.1015821469	3788.6444908587	4537.709397891	4189.4541731762	5518.8866623067
PWY-7761: NAD salvage pathway II (PNC IV cycle)	1587.1617240005	1520.6682349529	3319.1043805773	1406.6190668664	1583.9342936923	4588.7299076533	3307.0648358471	5346.421438791	1664.4745577871	4001.5810437452	3318.4550657313	7995.1358535094	1221.6261555189	582.2855045041	4065.6206198213	3893.2106426027	6476.7071235384	892.8021804095	1354.0792626678	6327.1848540065	2598.0706240859	2631.126120455	610.6245168467	4866.2240892288	2374.4371066765	4872.6183389571	3974.1358565539	2023.7860671746	4106.7992819416	3892.3605219706	6502.5878012929
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	1559.5810981724	1892.8187749446	6108.4045438976	2386.7583682917	1673.4371516194	4261.2473575614	4434.3179230472	2230.052743123	3385.8724211781	8047.2213282488	0	7237.1007200067	877.4530592682	0	0	4433.9257272042	6491.1142997955	1134.8173813601	899.5064802197	3616.4219476836	0	0	643.2678933214	0	1994.6108029049	2340.8449332175	1092.1422221071	3759.8443534388002	1132.7809566329	2880.9532360795	3728.3733396435
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	1551.8248432268	847.593881541	594.3655473019	873.8789807282	1245.8613555766	979.7042871777	797.150406987	2497.8584089331	508.5363931936	1228.2190840264	20618.4349392053	3919.0938868971	1012.5851818357	3566.4453096743	20601.1478207741	1533.6470070669	2728.4107563019	728.5109082994	1596.9458364377	1850.7339407971	8817.4222330965	22231.9195139151	186.8806138062	12674.1864304275	1116.6678532127	1504.3093153237	29433.538883462	1460.6949039708	2354.0882618569	1769.8600434747	2131.2621658703
P164-PWY: purine nucleobases degradation I (anaerobic)	1513.5028911309	1424.2384396176	6144.2230834134	1317.2050781222	583.4731769797	5209.6011244124	5932.9778084353	3099.0609504215	3251.762170598	7836.3848881844	315.2596705719	8791.1296907972	1191.5687894046	0	4933.8960416576	908.0629497556	6676.6701672667	829.2505982538	855.6826726091	2402.4797233147	232.3321347126	655.8282506834	2185.9390538732	59.275192519	1443.4216698804	1418.9355540837	0	3354.8925769824	2087.4773464321	1393.3009757389	2178.928651232
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	1503.7814901926	1490.2994725997	1280.7671228573	1127.2605013594	1145.4604516687	2654.4547656859	1572.7184104678	2489.5942557664	954.2030049042	1947.7327606586	27146.8648570634	13312.4382339771	437.5054925521	2975.2173206982	22903.4179373363	10778.1407987426	5032.3956205565	403.9402261251	640.8157313546	1143.3396745031	10517.9555464254	25803.0359314979	476.1542428697	21252.3623165231	603.3855149498	599.2625194298	28701.5987309944	1805.1330558285	1950.9502376166	1396.8989828823	2756.5713502821
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	1489.619982099	1560.2777147223	2000.3624901082	1760.6224368053	1231.1481735458	1636.7542797807	1364.7867063263	2725.4769620987	686.9770624159	2900.8569581301	17888.7183504524	9850.4861902784	1981.9838746521	2210.0988748246	18647.7767486961	8628.6315498734	3718.9044695228	748.6444723102	2137.7836860973	2689.3740641436	7031.7876680994	18533.4171133693	2531.0652605235	17452.0823847675	2163.2298974664	1133.4088202462	24199.2429876488	3501.1623177584	3541.5305922365	2340.5373110046	3759.8025944391
PWY-5676: acetyl-CoA fermentation to butanoate II	1469.5283220953	1939.5404749328	2527.5109051437	1888.7399945646	1216.8339825225	3665.0116143995	3108.5848459595	2592.4736086946	1667.7867797307	2840.2493469425	672.6569979239	4574.3731721845	743.3232131221	0	3893.3625919391	2915.0814105901	3297.0778459253	936.8127889579	792.2807743665	1795.487613466	283.9452747666	5477.6767943163	525.8466896964	7001.343170822	1247.1829419556	495.5208823675	9217.6453942678	1981.0661406071	1550.3492279389	1535.5710934112	2470.4396899178
PWY-7208: superpathway of pyrimidine nucleobases salvage	1434.7867140653	1956.6557926177	3675.399218149	2436.7687889404	1374.4950280592	4038.4837983912	3819.8944374761	3108.7667304147	1902.555812427	4872.4473774576	11748.6695149209	9446.7172100335	4283.9597170256	2032.3958857933	15274.818576912	11098.3594769	9228.9643805022	1852.5076002811	3476.9430498842	3030.5771715549	5021.0931694175	19329.9448632833	4386.9153800796	18842.2474246087	3488.4235472216	6859.6989059194	25423.67097317	9336.6270708721	5177.2840178116	3510.9728415132	5413.3045054206
HISDEG-PWY: L-histidine degradation I	1424.0774234385	245.0412215475	262.6895741222	701.6377654755	971.8557747662	291.8115033447	282.1216690237	3083.2656916825	219.0181626543	367.3477554248	23996.3291696816	4480.5897350378	4280.026587779	2445.9771945365	13526.3216212929	2346.8555536346	5735.0206935562	1583.8864848217	3073.0445665173	2360.0002268551	1288.4683835256	24084.732278345	7011.0997578095	7989.11445452	2798.5099410991	3214.1884988613	14667.0273878115	5209.2544105138	4349.0485208625	3086.6356099065	7347.6207213591
PWY66-399: gluconeogenesis III	1401.7531788381	1895.9310232039	2848.3734745993	1961.0912537907	1083.6491258822	3725.3227730635	2348.3802767248	4586.3760038867	1282.9801899518	1893.0097794051	0	644.8476599218	1507.8102994083	0	0	0	2741.935421615	833.7207677695	1596.4927434904	2520.9132692309	552.057547997	0	348.391247642	0	1550.5914256435	1498.0209057481	0	1773.9109292382	2434.3719614676	3270.8537323718	4116.1255521222
PWY-7356: thiamine diphosphate salvage IV (yeast)	1378.3663575221	2070.2060156468	2851.1420513326	1460.1966385464	949.8492899082	5261.6542125981	1739.9247081902	4406.3686217513	1249.2544855705	4749.8123935372	12194.7932389933	2187.9810801774	442.8638813964	1964.0994962378	12710.5532892244	4628.5216591985	2067.413342242	549.46078965	371.6668933378	1837.8441182307	1958.6973888451	14441.3785296576	2018.8142974234	7557.3902551485	551.7318277356	516.6171347532	14067.7826961267	1772.659719166	1370.631683621	1724.5549549593	1159.5513866344
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	1342.9583486759	1946.2710534852	3933.2262459267	2423.8406875641	1297.8934333658	4347.5411130841	3871.53615599	2731.5074434588	2036.7047769505	5310.899043115	13804.2401972004	10785.6597311949	4812.5169608253	2136.4776294852	17114.4158042919	11758.1806916568	10207.9280915426	1962.4722784163	3730.9650469779	3421.7858263802	5618.2208612861	19718.8060991957	7297.5958976459	20574.2668102358	3864.913319973	7350.3553888086	26228.9174408733	10028.3451981503	5942.7590108628	3942.7857817601	6004.4735076905
