bodysite	metabolites	restored	type_restoration	FMT_effect	chem_name	SUPER_PATHWAY	SUB_PATHWAY
plasma	100001609	NS	normal	NS	plasma_untarg_7-HOCA	Lipid	Sterol
plasma	100001611	NS	normal	NS	plasma_untarg_3beta,7alpha-dihydroxy-5-cholestenoate	Lipid	Sterol
plasma	100001612	NS	normal	NS	plasma_untarg_N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism
plasma	100001613	NS	normal	NS	plasma_untarg_tetradecanedioate (C14)	Lipid	Fatty Acid, Dicarboxylate
plasma	100001614	NS	normal	NS	plasma_untarg_hexadecanedioate (C16)	Lipid	Fatty Acid, Dicarboxylate
plasma	100001615	NS	normal	NS	plasma_untarg_octadecanedioate (C18)	Lipid	Fatty Acid, Dicarboxylate
plasma	100001617	NS	normal	NS	plasma_untarg_undecanedioate (C11-DC)	Lipid	Fatty Acid, Dicarboxylate
plasma	100001618	NS	normal	NS	plasma_untarg_1-myristoylglycerol (14:0)	Lipid	Monoacylglycerol
plasma	100001620	NS	normal	NS	plasma_untarg_glycerophosphoethanolamine	Lipid	Phospholipid Metabolism
plasma	100001621	NS	normal	NS	plasma_untarg_glycerophosphoinositol*	Lipid	Phospholipid Metabolism
plasma	100001624	NS	normal	NS	plasma_untarg_3-(3-hydroxyphenyl)propionate	Xenobiotics	Benzoate Metabolism
plasma	100001635	NS	normal	NS	plasma_untarg_ectoine	Xenobiotics	Chemical
plasma	100001651	NS	normal	NS	plasma_untarg_2-oleoyl-GPE (18:1)*	Lipid	Lysophospholipid
plasma	100001652	NS	normal	NS	plasma_untarg_2-palmitoyl-GPE* (16:0)*	Lipid	Lysophospholipid
plasma	100001654	NS	normal	NS	plasma_untarg_1-arachidonoyl-GPI (20:4)*	Lipid	Lysophospholipid
plasma	100001655	NS	normal	NS	plasma_untarg_1-palmitoyl-GPI (16:0)	Lipid	Lysophospholipid
plasma	100001657	restored	normal	restored normal	plasma_untarg_glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism
plasma	100001658	restored	normal	restored normal	plasma_untarg_taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism
plasma	100001662	NS	normal	NS	plasma_untarg_deoxycarnitine	Lipid	Carnitine Metabolism
plasma	100001664	NS	normal	NS	plasma_untarg_N6-succinyladenosine	Nucleotide	Purine Metabolism, Adenine containing
plasma	100001674	NS	normal	NS	plasma_untarg_2-arachidonoyl-GPE (20:4)*	Lipid	Lysophospholipid
plasma	100001730	NS	normal	NS	plasma_untarg_3,4-dihydroxybutyrate	Lipid	Fatty Acid, Dihydroxy
plasma	100001731	NS	normal	NS	plasma_untarg_indoleacetylglutamine	Amino Acid	Tryptophan Metabolism
plasma	100001733	NS	normal	NS	plasma_untarg_hexanoylglutamine	Lipid	Fatty Acid Metabolism (Acyl Glutamine)
plasma	100001734	NS	normal	NS	plasma_untarg_N6-acetyllysine	Amino Acid	Lysine Metabolism
plasma	100001739	NS	normal	NS	plasma_untarg_dihomolinolenate (20:3n3 or 3n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)
plasma	100001740	NS	normal	NS	plasma_untarg_mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism
plasma	100001743	NS	normal	NS	plasma_untarg_tryptophan betaine	Amino Acid	Tryptophan Metabolism
plasma	100001755	NS	normal	NS	plasma_untarg_4-vinylphenol sulfate	Xenobiotics	Benzoate Metabolism
plasma	100001756	NS	normal	NS	plasma_untarg_4-ethylphenyl sulfate	Xenobiotics	Benzoate Metabolism
plasma	100001757	NS	normal	NS	plasma_untarg_thymol sulfate	Xenobiotics	Food Component/Plant
plasma	100001767	NS	normal	NS	plasma_untarg_pyrraline	Xenobiotics	Food Component/Plant
plasma	100001768	NS	normal	NS	plasma_untarg_N6-carboxymethyllysine	Carbohydrate	Advanced Glycation End-product
plasma	100001776	NS	normal	NS	plasma_untarg_2-linoleoyl-GPE (18:2)*	Lipid	Lysophospholipid
plasma	100001777	NS	normal	NS	plasma_untarg_1-oleoyl-GPI (18:1)	Lipid	Lysophospholipid
plasma	100001778	NS	normal	NS	plasma_untarg_1-linoleoyl-GPI* (18:2)*	Lipid	Lysophospholipid
plasma	100001784	NS	normal	NS	plasma_untarg_1-palmitoleoyl-GPE (16:1)*	Lipid	Lysophospholipid
plasma	100001786	NS	normal	NS	plasma_untarg_1-palmitoleoyl-GPI (16:1)*	Lipid	Lysophospholipid
plasma	100001791	NS	normal	NS	plasma_untarg_2-hydroxyacetaminophen sulfate*	Xenobiotics	Drug - Analgesics, Anesthetics
plasma	100001793	NS	normal	NS	plasma_untarg_2-methoxyacetaminophen sulfate*	Xenobiotics	Drug - Analgesics, Anesthetics
plasma	100001795	NS	normal	NS	plasma_untarg_2-methoxyacetaminophen glucuronide*	Xenobiotics	Drug - Analgesics, Anesthetics
plasma	100001806	NS	normal	NS	plasma_untarg_o-cresol sulfate	Xenobiotics	Benzoate Metabolism
plasma	100001809	NS	normal	NS	plasma_untarg_2-ethylphenylsulfate	Xenobiotics	Benzoate Metabolism
plasma	100001810	NS	normal	NS	plasma_untarg_dimethylarginine (ADMA + SDMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100001843	NS	normal	NS	plasma_untarg_gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid
plasma	100001851	NS	normal	NS	plasma_untarg_N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism
plasma	100001856	NS	normal	NS	plasma_untarg_1-stearoyl-2-oleoyl-GPE (18:0/18:1)	Lipid	Phosphatidylethanolamine (PE)
plasma	100001859	NS	normal	NS	plasma_untarg_chiro-inositol	Lipid	Inositol Metabolism
plasma	100001868	NS	normal	NS	plasma_untarg_4-allylphenol sulfate	Xenobiotics	Food Component/Plant
plasma	100001869	NS	normal	NS	plasma_untarg_1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	Lipid	Phosphatidylcholine (PC)
plasma	100001870	NS	normal	NS	plasma_untarg_1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	Lipid	Phosphatidylethanolamine (PE)
plasma	100001876	NS	normal	NS	plasma_untarg_sphinganine-1-phosphate	Lipid	Sphingolipid Synthesis
plasma	100001878	NS	normal	NS	plasma_untarg_glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Hexosylceramides (HCER)
plasma	100001882	NS	normal	NS	plasma_untarg_glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	Hexosylceramides (HCER)
plasma	100001925	NS	normal	NS	plasma_untarg_cyclo(leu-pro)	Peptide	Dipeptide
plasma	100001946	NS	normal	NS	plasma_untarg_cyclo(gly-pro)	Peptide	Dipeptide
plasma	100001948	NS	normal	NS	plasma_untarg_succinylcarnitine (C4-DC)	Energy	TCA Cycle
plasma	100001950	NS	normal	NS	plasma_untarg_bilirubin (E,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism
plasma	100001951	NS	normal	NS	plasma_untarg_bilirubin (E,Z or Z,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism
plasma	100001956	NS	normal	NS	plasma_untarg_N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100001977	NS	normal	NS	plasma_untarg_beta-cryptoxanthin	Cofactors and Vitamins	Vitamin A Metabolism
plasma	100001987	NS	normal	NS	plasma_untarg_5alpha-androstan-3beta,17beta-diol disulfate	Lipid	Androgenic Steroids
plasma	100001988	NS	normal	NS	plasma_untarg_5alpha-pregnan-3beta,20alpha-diol disulfate	Lipid	Progestin Steroids
plasma	100001989	NS	normal	NS	plasma_untarg_glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism
plasma	100001990	NS	normal	NS	plasma_untarg_taurocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism
plasma	100001992	NS	normal	NS	plasma_untarg_androstenediol (3beta,17beta) disulfate (1)	Lipid	Androgenic Steroids
plasma	100001993	NS	normal	NS	plasma_untarg_pregnen-diol disulfate*	Lipid	Pregnenolone Steroids
plasma	100001994	NS	normal	NS	plasma_untarg_androstenediol (3beta,17beta) disulfate (2)	Lipid	Androgenic Steroids
plasma	100001999	NS	normal	NS	plasma_untarg_21-hydroxypregnenolone disulfate	Lipid	Pregnenolone Steroids
plasma	100002003	NS	normal	NS	plasma_untarg_21-hydroxypregnenolone monosulfate (1)	Lipid	Pregnenolone Steroids
plasma	100002008	NS	normal	NS	plasma_untarg_5alpha-androstan-3alpha,17alpha-diol monosulfate	Lipid	Androgenic Steroids
plasma	100002009	NS	normal	NS	plasma_untarg_5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Lipid	Progestin Steroids
plasma	100002014	NS	normal	NS	plasma_untarg_5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Lipid	Progestin Steroids
plasma	100002015	NS	normal	NS	plasma_untarg_5alpha-pregnan-diol disulfate	Lipid	Progestin Steroids
plasma	100002017	NS	normal	NS	plasma_untarg_5alpha-androstan-3alpha,17beta-diol disulfate	Lipid	Androgenic Steroids
plasma	100002018	NS	normal	NS	plasma_untarg_5alpha-androstan-3alpha,17beta-diol monosulfate (1)	Lipid	Androgenic Steroids
plasma	100002021	NS	normal	NS	plasma_untarg_5alpha-androstan-3beta,17alpha-diol disulfate	Lipid	Androgenic Steroids
plasma	100002024	NS	normal	NS	plasma_untarg_5alpha-androstan-3beta,17beta-diol monosulfate (2)	Lipid	Androgenic Steroids
plasma	100002026	NS	normal	NS	plasma_untarg_androstenediol (3alpha, 17alpha) monosulfate (2)	Lipid	Androgenic Steroids
plasma	100002027	NS	normal	NS	plasma_untarg_androstenediol (3alpha, 17alpha) monosulfate (3)	Lipid	Androgenic Steroids
plasma	100002028	NS	normal	NS	plasma_untarg_androstenediol (3beta,17beta) monosulfate (1)	Lipid	Androgenic Steroids
plasma	100002029	NS	normal	NS	plasma_untarg_androstenediol (3beta,17beta) monosulfate (2)	Lipid	Androgenic Steroids
plasma	100002060	NS	normal	NS	plasma_untarg_1-docosahexaenoyl-GPE (22:6)*	Lipid	Lysophospholipid
plasma	100002061	NS	normal	NS	plasma_untarg_2-docosahexaenoyl-GPE (22:6)*	Lipid	Lysophospholipid
plasma	100002063	NS	normal	NS	plasma_untarg_1-docosapentaenoyl-GPC (22:5n3)*	Lipid	Lysophospholipid
plasma	100002067	NS	normal	NS	plasma_untarg_pregnenediol sulfate (C21H34O5S)*	Lipid	Pregnenolone Steroids
plasma	100002070	NS	normal	NS	plasma_untarg_2-hydroxyglutarate	Lipid	Fatty Acid, Dicarboxylate
plasma	100002094	NS	normal	NS	plasma_untarg_gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism
plasma	100002102	NS	normal	NS	plasma_untarg_N-acetyl-beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing
plasma	100002106	NS	normal	NS	plasma_untarg_sphingomyelin (d18:1/18:1, d18:2/18:0)	Lipid	Sphingomyelins
plasma	100002107	NS	normal	NS	plasma_untarg_palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingomyelins
plasma	100002113	NS	normal	NS	plasma_untarg_cysteine sulfinic acid	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	100002122	restored	normal	restored normal	plasma_untarg_3-hydroxyhippurate	Xenobiotics	Benzoate Metabolism
plasma	100002126	NS	normal	NS	plasma_untarg_16alpha-hydroxy DHEA 3-sulfate	Lipid	Androgenic Steroids
plasma	100002128	NS	normal	NS	plasma_untarg_17alpha-hydroxypregnenolone 3-sulfate	Lipid	Pregnenolone Steroids
plasma	100002129	NS	normal	NS	plasma_untarg_pregnenolone sulfate	Lipid	Pregnenolone Steroids
plasma	100002135	NS	normal	NS	plasma_untarg_5-HEPE	Lipid	Eicosanoid
plasma	100002137	NS	normal	NS	plasma_untarg_5-HETE	Lipid	Eicosanoid
plasma	100002152	NS	normal	NS	plasma_untarg_andro steroid monosulfate C19H28O6S (1)*	Lipid	Androgenic Steroids
plasma	100002153	NS	normal	NS	plasma_untarg_betonicine	Xenobiotics	Food Component/Plant
plasma	100002154	NS	normal	NS	plasma_untarg_ergothioneine	Xenobiotics	Food Component/Plant
plasma	100002171	NS	normal	NS	plasma_untarg_1-margaroyl-GPE (17:0)*	Lipid	Lysophospholipid
plasma	100002173	NS	normal	NS	plasma_untarg_1-pentadecanoyl-GPC (15:0)*	Lipid	Lysophospholipid
plasma	100002196	NS	normal	NS	plasma_untarg_13-HODE + 9-HODE	Lipid	Fatty Acid, Monohydroxy
plasma	100002199	NS	normal	NS	plasma_untarg_tridecenedioate (C13:1-DC)*	Lipid	Fatty Acid, Dicarboxylate
plasma	100002253	NS	normal	NS	plasma_untarg_cinnamoylglycine	Xenobiotics	Food Component/Plant
plasma	100002254	NS	normal	NS	plasma_untarg_stearoyl ethanolamide (18:0)	Lipid	Endocannabinoid
plasma	100002259	NS	normal	NS	plasma_untarg_cis-4-decenoylcarnitine (C10:1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)
plasma	100002284	NS	normal	NS	plasma_untarg_2S,3R-dihydroxybutyrate	Lipid	Fatty Acid, Dihydroxy
plasma	100002293	NS	normal	NS	plasma_untarg_phenylalanylphenylalanine	Peptide	Dipeptide
plasma	100002344	NS	normal	NS	plasma_untarg_(12 or 13)-methylmyristate (a15:0 or i15:0)	Lipid	Fatty Acid, Branched
plasma	100002356	NS	normal	NS	plasma_untarg_(16 or 17)-methylstearate (a19:0 or i19:0)	Lipid	Fatty Acid, Branched
plasma	100002367	NS	normal	NS	plasma_untarg_2R,3R-dihydroxybutyrate	Lipid	Fatty Acid, Dihydroxy
plasma	100002390	NS	normal	NS	plasma_untarg_4-methylbenzenesulfonate	Xenobiotics	Chemical
plasma	100002417	restored	normal	restored normal	plasma_untarg_2,3-dihydroxyisovalerate	Xenobiotics	Food Component/Plant
plasma	100002458	NS	normal	NS	plasma_untarg_3-methylglutaconate	Amino Acid	Leucine, Isoleucine and Valine Metabolism
plasma	100002462	NS	normal	NS	plasma_untarg_5-(galactosylhydroxy)-lysine	Amino Acid	Lysine Metabolism
plasma	100002466	NS	normal	NS	plasma_untarg_cysteinylglycine disulfide*	Amino Acid	Glutathione Metabolism
plasma	100002488	restored	normal	restored normal	plasma_untarg_isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism
plasma	100002500	NS	normal	NS	plasma_untarg_formiminoglutamate	Amino Acid	Histidine Metabolism
plasma	100002514	NS	normal	NS	plasma_untarg_hydantoin-5-propionate	Amino Acid	Histidine Metabolism
plasma	100002528	NS	normal	NS	plasma_untarg_sulfate*	Xenobiotics	Chemical
plasma	100002537	depleted	normal	depleted normal	plasma_untarg_4-hydroxy-2-oxoglutaric acid	Lipid	Fatty Acid, Dicarboxylate
plasma	100002544	NS	normal	NS	plasma_untarg_4-hydroxyglutamate	Amino Acid	Glutamate Metabolism
plasma	100002679	NS	normal	NS	plasma_untarg_gamma-carboxyglutamate	Amino Acid	Glutamate Metabolism
plasma	100002725	depleted	normal	depleted normal	plasma_untarg_omeprazole	Xenobiotics	Drug - Gastrointestinal
plasma	100002749	NS	normal	NS	plasma_untarg_S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	100002761	NS	normal	NS	plasma_untarg_androsterone glucuronide	Lipid	Androgenic Steroids
plasma	100002769	NS	normal	NS	plasma_untarg_argininate*	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100002784	NS	normal	NS	plasma_untarg_2-oxoarginine*	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100002796	NS	normal	NS	plasma_untarg_cis-4-decenoate (10:1n6)*	Lipid	Medium Chain Fatty Acid
plasma	100002802	NS	normal	NS	plasma_untarg_atorvastatin	Xenobiotics	Drug - Metabolic
plasma	100002806	NS	normal	NS	plasma_untarg_gabapentin	Xenobiotics	Drug - Neurological
plasma	100002809	NS	normal	NS	plasma_untarg_quetiapine	Xenobiotics	Drug - Psychoactive
plasma	100002849	NS	normal	NS	plasma_untarg_ethyl glucuronide	Xenobiotics	Chemical
plasma	100002865	NS	normal	NS	plasma_untarg_1-meadoyl-GPC (20:3n9)*	Lipid	Lysophospholipid
plasma	100002868	NS	normal	NS	plasma_untarg_1-behenoyl-GPC (22:0)	Lipid	Lysophospholipid
plasma	100002869	NS	normal	NS	plasma_untarg_1-erucoyl-GPC (22:1)*	Lipid	Lysophospholipid
plasma	100002871	NS	normal	NS	plasma_untarg_1-adrenoyl-GPC (22:4)*	Lipid	Lysophospholipid
plasma	100002873	NS	normal	NS	plasma_untarg_1-lignoceroyl-GPC (24:0)	Lipid	Lysophospholipid
plasma	100002874	NS	normal	NS	plasma_untarg_1-nervonoyl-GPC (24:1n9)*	Lipid	Lysophospholipid
plasma	100002875	NS	normal	NS	plasma_untarg_1-(1-enyl-palmitoyl)-GPC (P-16:0)*	Lipid	Lysoplasmalogen
plasma	100002876	NS	normal	NS	plasma_untarg_1-(1-enyl-oleoyl)-GPC (P-18:1)*	Lipid	Lysoplasmalogen
plasma	100002877	NS	normal	NS	plasma_untarg_1-(1-enyl-stearoyl)-GPC (P-18:0)*	Lipid	Lysoplasmalogen
plasma	100002910	NS	normal	NS	plasma_untarg_1-methyl-5-imidazoleacetate	Amino Acid	Histidine Metabolism
plasma	100002911	restored	normal	restored normal	plasma_untarg_glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism
plasma	100002912	NS	normal	NS	plasma_untarg_tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism
plasma	100002927	NS	normal	NS	plasma_untarg_S-methylcysteine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	100002945	NS	normal	NS	plasma_untarg_(14 or 15)-methylpalmitate (a17:0 or i17:0)	Lipid	Fatty Acid, Branched
plasma	100002951	NS	normal	NS	plasma_untarg_eicosanedioate (C20-DC)	Lipid	Fatty Acid, Dicarboxylate
plasma	100002952	NS	normal	NS	plasma_untarg_docosadioate (C22-DC)	Lipid	Fatty Acid, Dicarboxylate
plasma	100002953	NS	normal	NS	plasma_untarg_16-hydroxypalmitate	Lipid	Fatty Acid, Monohydroxy
plasma	100002990	NS	normal	NS	plasma_untarg_oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	Lipid	Diacylglycerol
plasma	100003000	NS	normal	NS	plasma_untarg_1-(1-enyl-palmitoyl)-GPE (P-16:0)*	Lipid	Lysoplasmalogen
plasma	100003001	NS	normal	NS	plasma_untarg_1-(1-enyl-stearoyl)-GPE (P-18:0)*	Lipid	Lysoplasmalogen
plasma	100003008	NS	normal	NS	plasma_untarg_2-stearoyl-GPI (18:0)*	Lipid	Lysophospholipid
plasma	100003119	NS	normal	NS	plasma_untarg_N-oleoyltaurine	Lipid	Endocannabinoid
plasma	100003151	NS	normal	NS	plasma_untarg_linoleoylcarnitine (C18:2)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)
plasma	100003163	NS	normal	NS	plasma_untarg_isoleucylalanine	Peptide	Dipeptide
plasma	100003169	NS	normal	NS	plasma_untarg_isoleucylglycine	Peptide	Dipeptide
plasma	100003185	NS	normal	NS	plasma_untarg_leucylglycine	Peptide	Dipeptide
plasma	100003206	NS	normal	NS	plasma_untarg_tryptophylleucine	Peptide	Dipeptide
plasma	100003240	NS	normal	NS	plasma_untarg_N-stearoyltaurine	Lipid	Endocannabinoid
plasma	100003258	depleted	normal	depleted normal	plasma_untarg_2-O-methylascorbic acid	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism
plasma	100003271	NS	normal	NS	plasma_untarg_beta-citrylglutamate	Amino Acid	Glutamate Metabolism
plasma	100003397	restored	normal	restored normal	plasma_untarg_trimethylamine N-oxide	Lipid	Phospholipid Metabolism
plasma	100003415	NS	normal	NS	plasma_untarg_N6-methyllysine	Amino Acid	Lysine Metabolism
plasma	100003425	NS	normal	NS	plasma_untarg_cis-urocanate	Amino Acid	Histidine Metabolism
plasma	100003432	NS	normal	NS	plasma_untarg_dihydroferulate	Xenobiotics	Food Component/Plant
plasma	100003434	NS	normal	NS	plasma_untarg_imidazole propionate	Amino Acid	Histidine Metabolism
plasma	100003442	NS	normal	NS	plasma_untarg_paroxetine	Xenobiotics	Drug - Psychoactive
plasma	100003444	NS	normal	NS	plasma_untarg_citalopram/escitalopram	Xenobiotics	Drug - Psychoactive
plasma	100003470	NS	normal	NS	plasma_untarg_pregnanediol-3-glucuronide	Lipid	Progestin Steroids
plasma	100003473	NS	normal	NS	plasma_untarg_alliin	Xenobiotics	Food Component/Plant
plasma	100003594	NS	normal	NS	plasma_untarg_phenylalanyltryptophan	Peptide	Dipeptide
plasma	100003641	NS	normal	NS	plasma_untarg_valylglycine	Peptide	Dipeptide
plasma	100003668	NS	normal	NS	plasma_untarg_prolylalanine	Peptide	Dipeptide
plasma	100003686	NS	normal	NS	plasma_untarg_N-palmitoylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)
plasma	100003695	NS	normal	NS	plasma_untarg_mannonate*	Xenobiotics	Food Component/Plant
plasma	100003901	NS	normal	NS	plasma_untarg_2-stearoyl-GPE (18:0)*	Lipid	Lysophospholipid
plasma	100003915	NS	normal	NS	plasma_untarg_palmitamide (16:0)	Lipid	Fatty Acid, Amide
plasma	100003926	NS	normal	NS	plasma_untarg_(R)-3-hydroxybutyrylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)
plasma	100003940	NS	normal	NS	plasma_untarg_N-octanoylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)
plasma	100004046	NS	normal	NS	plasma_untarg_N-acetylcarnosine	Amino Acid	Histidine Metabolism
plasma	100004054	NS	normal	NS	plasma_untarg_margaroylcarnitine (C17)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)
plasma	100004083	NS	normal	NS	plasma_untarg_glycohyocholate	Lipid	Secondary Bile Acid Metabolism
plasma	100004088	NS	normal	NS	plasma_untarg_retinal	Cofactors and Vitamins	Vitamin A Metabolism
plasma	100004089	NS	normal	NS	plasma_untarg_2-hydroxydecanoate	Lipid	Fatty Acid, Monohydroxy
plasma	100004110	NS	normal	NS	plasma_untarg_3-methyl catechol sulfate (2)	Xenobiotics	Benzoate Metabolism
plasma	100004111	restored	normal	restored normal	plasma_untarg_4-methylcatechol sulfate	Xenobiotics	Benzoate Metabolism
plasma	100004112	restored	normal	restored normal	plasma_untarg_3-methyl catechol sulfate (1)	Xenobiotics	Benzoate Metabolism
plasma	100004175	NS	normal	NS	plasma_untarg_warfarin	Xenobiotics	Drug - Cardiovascular
plasma	100004182	NS	normal	NS	plasma_untarg_3beta-hydroxy-5-cholenoate	Lipid	Secondary Bile Acid Metabolism
plasma	100004208	restored	normal	restored normal	plasma_untarg_guaiacol sulfate	Xenobiotics	Benzoate Metabolism
plasma	100004227	NS	normal	NS	plasma_untarg_2-aminooctanoate	Lipid	Fatty Acid, Amino
plasma	100004241	NS	normal	NS	plasma_untarg_furosemide	Xenobiotics	Drug - Cardiovascular
plasma	100004243	NS	normal	NS	plasma_untarg_gamma-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism
plasma	100004284	NS	normal	NS	plasma_untarg_dimethyl sulfone	Xenobiotics	Chemical
plasma	100004295	restored	normal	restored normal	plasma_untarg_2-piperidinone	Xenobiotics	Food Component/Plant
plasma	100004318	NS	normal	NS	plasma_untarg_indolin-2-one	Xenobiotics	Food Component/Plant
plasma	100004322	restored	normal	restored normal	plasma_untarg_2-aminophenol sulfate	Xenobiotics	Food Component/Plant
plasma	100004326	NS	normal	NS	plasma_untarg_3-acetylphenol sulfate	Xenobiotics	Chemical
plasma	100004328	NS	normal	NS	plasma_untarg_sphingomyelin (d18:1/14:0, d16:1/16:0)*	Lipid	Sphingomyelins
plasma	100004329	NS	normal	NS	plasma_untarg_sphingomyelin (d18:2/16:0, d18:1/16:1)*	Lipid	Sphingomyelins
plasma	100004396	NS	normal	NS	plasma_untarg_3-hydroxyadipate	Lipid	Fatty Acid, Dicarboxylate
plasma	100004414	NS	normal	NS	plasma_untarg_2-hydroxyphytanate*	Lipid	Fatty Acid, Branched
plasma	100004494	NS	normal	NS	plasma_untarg_3-hydroxycotinine glucuronide	Xenobiotics	Tobacco Metabolite
plasma	100004499	NS	normal	NS	plasma_untarg_6-oxopiperidine-2-carboxylate	Amino Acid	Lysine Metabolism
plasma	100004509	NS	normal	NS	plasma_untarg_S-allylcysteine	Xenobiotics	Food Component/Plant
plasma	100004523	NS	normal	NS	plasma_untarg_N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100004541	NS	normal	NS	plasma_untarg_acisoga	Amino Acid	Polyamine Metabolism
plasma	100004542	NS	normal	NS	plasma_untarg_2-aminoheptanoate	Lipid	Fatty Acid, Amino
plasma	100004552	NS	normal	NS	plasma_untarg_1-eicosapentaenoyl-GPE (20:5)*	Lipid	Lysophospholipid
plasma	100004561	NS	normal	NS	plasma_untarg_N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism
plasma	100004575	NS	normal	NS	plasma_untarg_N2,N5-diacetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism
plasma	100004634	NS	normal	NS	plasma_untarg_3-methoxytyramine sulfate	Amino Acid	Tyrosine Metabolism
plasma	100004635	NS	normal	NS	plasma_untarg_methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	100004646	NS	normal	NS	plasma_untarg_cyclo(ala-pro)	Peptide	Dipeptide
plasma	100005350	NS	normal	NS	plasma_untarg_1-linolenoyl-GPC (18:3)*	Lipid	Lysophospholipid
plasma	100005351	NS	normal	NS	plasma_untarg_1-eicosapentaenoyl-GPC (20:5)*	Lipid	Lysophospholipid
plasma	100005352	NS	normal	NS	plasma_untarg_1-eicosenoyl-GPC (20:1)*	Lipid	Lysophospholipid
plasma	100005353	NS	normal	NS	plasma_untarg_1-nonadecanoyl-GPC (19:0)	Lipid	Lysophospholipid
plasma	100005367	NS	normal	NS	plasma_untarg_N-acetylalliin	Xenobiotics	Food Component/Plant
plasma	100005371	NS	normal	NS	plasma_untarg_1-dihomo-linolenoyl-GPE (20:3n3 or n6)*	Lipid	Lysophospholipid
plasma	100005372	NS	normal	NS	plasma_untarg_1-(1-enyl-oleoyl)-GPE (P-18:1)*	Lipid	Lysoplasmalogen
plasma	100005373	NS	normal	NS	plasma_untarg_fructosyllysine	Amino Acid	Lysine Metabolism
plasma	100005376	NS	normal	NS	plasma_untarg_1-eicosenoyl-GPE (20:1)*	Lipid	Lysophospholipid
plasma	100005383	NS	normal	NS	plasma_untarg_N-methylpipecolate	Xenobiotics	Bacterial/Fungal
plasma	100005384	NS	normal	NS	plasma_untarg_O-sulfo-tyrosine	Xenobiotics	Chemical
plasma	100005389	NS	normal	NS	plasma_untarg_ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant
plasma	100005391	restored	normal	restored normal	plasma_untarg_3-(3-hydroxyphenyl)propionate sulfate	Xenobiotics	Benzoate Metabolism
plasma	100005402	NS	normal	NS	plasma_untarg_11-ketoetiocholanolone glucuronide	Lipid	Androgenic Steroids
plasma	100005403	NS	normal	NS	plasma_untarg_etiocholanolone glucuronide	Lipid	Androgenic Steroids
plasma	100005418	NS	normal	NS	plasma_untarg_17alpha-hydroxypregnanolone glucuronide	Lipid	Pregnenolone Steroids
plasma	100005466	NS	normal	NS	plasma_untarg_N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism
plasma	100005673	NS	normal	NS	plasma_untarg_1-docosapentaenoyl-GPC (22:5n6)*	Lipid	Lysophospholipid
